本词	国际音标	方言拼音	汉语拼音	词汇属性	对应官话词	官话拼音	词频	同义词	新旧标记
宦	fiɛn4	fien4	huan4	赣			100325		
宦	fon4	fon4	huan4	赣			100325		
宪	ɕiɛn4	xien4	xian4	赣			170000		
宫	kuŋ1	gung1	gong1	赣			125000		
宰	tsɛi3	zei3	zai3	赣			120000		
害	hɛi4	hei4	hai4	赣			120000		
宴	ŋan4	ngan4	yan4	赣			120000		
宴	ȵiɛn4	nien4	yan4	赣			120000		
宴	iɛn4	yen4	yan4	赣			120000		
宵	ɕiau1	xiau1	xiao1	赣			120000		
宵	ɕiɛu1	xieu1	xiao1	赣			120000		
家	ka1	ga1	jia1	赣			370000		
容	luŋ2	lung2	rong2	赣			150000		
容	iuŋ2	yung2	rong2	赣			150000		
宽	kʰuɛn1	kun1	kuan1	赣			125000		
宽	kʰuon1	kuon1	kuan1	赣			125000		
宾	pən1	ben1	bin1	赣			202982		
宾	pin1	bin1	bin1	赣			202982		
宿	suʔ5	suk5	su4	赣			125000		
宿	ɕiuʔ5	xiuk5	su4	赣			125000		
寄	tɕi4	ji4	ji4	赣			120000		
寅	in3	yin3	yin2	赣			120000		
密	mit6	mit6	mi4	赣			120000		
寇	kʰəu4	keu4	kou4	赣			120000		
寇	kʰiɛu4	kieu4	kou4	赣			120000		
寇	tɕʰiau4	qiau4	kou4	赣			120000		
富	fu4	fu4	fu4	赣			150000		
寒	hon2	hon2	han2	赣			120000		
寝	tɕʰin3	qin3	qin3	赣			120000		
察	tsʰæt5	caet5	cha2	赣			120000		
寡	kua3	gua3	gua3	赣			30000		
寨	tsʰai4	cai4	zhai4	赣			120000		
寨	tsʰɛi4	cei4	zhai4	赣			120000		
寸	tsʰin4	cin4	cun4	赣			120000		
寸	tsʰuɛn4	cun4	cun4	赣			120000		
寸	tsʰyn4	cyun4	cun4	赣			120000		
对	tɛi4	dei4	dui4	赣			434674		
寺	si1	si1	si4	赣			120000		
寻	tɕʰin2	qin2	xun2	赣			326094		
导	tɑu3	dau3	dao3	赣			195000		
导	tʰɑu4	tau4	dao3	赣			195000		
寿	səu1	seu1	shou4	赣			145000		
封	fuŋ1	fung1	feng1	赣			120000		
射	sa4	sa4	she4	赣			120000		
将	koŋ1	gong1	jiang1	赣			372305		
将	tɕioŋ1	jiong1	jiang1	赣			372305		
将	tɕioŋ4	jiong4	jiang1	赣			372305		
尊	tsin1	zin1	zun1	赣			120000		
尊	tsuɛn1	zun1	zun1	赣			120000		
尊	tsyn1	zyun1	zun1	赣			120000		
小	ɕiau3	xiau3	xiao3	赣			370000		
小	ɕiɛu3	xieu3	xiao3	赣			370000		
少	sɛu3	seu3	shao3	赣			370000		
少	sɛu4	seu4	shao3	赣			370000		
少	siɛu3	sieu3	shao3	赣			370000		
尔	o3	o3	er3	赣			70000		
尖	tɕiɛn1	jien1	jian1	赣			145000		
尘	tsʰən2	cen2	chen2	赣			130000		
尘	tsʰin2	cin2	chen2	赣			130000		
尚	tsʰoŋ4	cong4	shang4	赣			120000		
尚	soŋ4	song4	shang4	赣			120000		
尝	tsʰoŋ2	cong2	chang2	赣			145000		
尝	soŋ2	song2	chang2	赣			145000		
尤	iu2	yiu2	you2	赣			145000		
尧	ȵiɛu2	nieu2	yao2	赣			175000		
尬	kai4	gai4	ga4	赣			120000		
就	tɕʰiəu1	qieu1	jiu4	赣			523122		
就	tɕʰiu4	qiu4	jiu4	赣			523122		
尸	si1	si1	shi1	赣			123000		
尹	in3	yin3	yin3	赣			90000		
尺	tsʰaʔ5	cak5	chi3	赣			120000		
尼	ȵi2	ni2	ni2	赣			120000		
尽	tɕin4	jin4	jin3	赣			120000		
尽	tɕʰin4	qin4	jin3	赣			120000		
尾	mi3	mi3	wei3	赣			145000		
尾	ui3	wui3	wei3	赣			145000		
尿	ȵiau4	niau4	niao4	赣			130000		
尿	ȵiɛu1	nieu1	niao4	赣			130000		
局	tɕʰiuʔ6	qiuk6	ju2	赣			135000		
屁	pʰi4	pi4	pi4	赣			120000		
层	tsʰɛn2	cen2	ceng2	赣			330000		
层	tsʰiŋ2	cing2	ceng2	赣			330000		
屄	piɛʔ5	biek5	bi1	赣	女性外生殖器	nv3 xing4 wai4 sheng1 zhi2 qi4	125314		
屄	piɛt5	biet5	bi1	赣	女性外生殖器	nv3 xing4 wai4 sheng1 zhi2 qi4	125314		
屈	tɕʰu1	qu1	qu1	赣			120000		
屈	tɕʰyʔ5	qyuk5	qu1	赣			120000		
屉	tʰi4	ti4	ti4	赣			120000		
届	kai4	gai4	jie4	赣			120000		
屋	uʔ5	uk5	wu1	赣			85000		
屋	uʔ5	wuk5	wu1	赣			85000		
屎	ŋ̩1	ng1	shi3	赣			155000		
屎	si3	si3	shi3	赣			155000		
屏	pʰən2	pen2	ping2	赣			150000		
屏	pʰin2	pin2	ping2	赣			150000		
屑	ɕia4	xia4	xie4	赣			145000		
屑	ɕiɛʔ5	xiek5	xie4	赣			145000		
展	tsɛn3	zen3	zhan3	赣			261054		
展	tsiɛn3	zien3	zhan3	赣			261054		
屙	uo1	wo1	e1	赣	排泄/拉	pai2 xie4/la1	126633		
属	suʔ5	suk5	shu3	赣			120000		
属	ɕu3	xu3	shu3	赣			120000		
屠	tʰu2	tu2	tu2	赣			120000		
屡	ly3	lyu3	lv3	赣			120000		
屯	tʰuɛn2	tun2	tun2	赣			106208		
屯	tsuɛn1	zun1	tun2	赣			106208		
山	san1	san1	shan1	赣			245000		
屹	ko1	go1	yi4	赣			100601		
屹	iʔ5	yik5	yi4	赣			100601		
屿	ȵi3	ni3	yu3	赣			108351		
屿	i3	yi3	yu3	赣			108351		
屿	y2	yu2	yu3	赣			108351		
岁	ɕi4	xi4	sui4	赣			120000		
岂	tɕʰi3	qi3	qi3	赣			120000		
岐	tɕʰi2	qi2	qi2	赣			73440		
岑	tsʰən2	cen2	cen2	赣			90000		
岔	tsʰa4	ca4	cha4	赣			120000		
岖	tɕʰuʔ6	quk6	qu1	赣			101411		
岗	koŋ3	gong3	gang3	赣			120000		
岛	tɑu3	dau3	dao3	赣			120000		
岩	ŋan2	ngan2	yan2	赣			100329		
岩	ȵiɛn2	nien2	yan2	赣			100329		
岩	iɛn2	yen2	yan2	赣			100329		
岭	lən3	len3	ling3	赣			120000		
岭	liaŋ3	liang3	ling3	赣			120000		
岳	ŋɔʔ5	ngok5	yue4	赣			120000		
岸	ŋon1	ngon1	an4	赣			120000		
峡	ha2	ha2	xia2	赣			170000		
峡	hæp6	haep6	xia2	赣			170000		
峡	haʔ6	hak6	xia2	赣			170000		
峦	lon2	lon2	luan2	赣			103758		
峨	ŋo2	ngo2	e2	赣			10000		
峭	tɕʰiau4	qiau4	qiao4	赣			107426		
峰	fuŋ1	fung1	feng1	赣			120000		
峻	tɕin4	jin4	jun4	赣			103255		
峻	tɕuɛn4	jun4	jun4	赣			103255		
崇	tsʰuŋ2	cung2	chong2	赣			120000		
崔	tsʰɛi1	cei1	cui1	赣			120000		
崔	tsʰui1	cui1	cui1	赣			120000		
崖	ŋa2	nga2	ya2	赣			103709		
崩	puŋ1	bung1	beng1	赣			220000		
崭	tsan3	zan3	zhan3	赣			120000		
崭	tsiɛn3	zien3	zhan3	赣			120000		
崽	tsɛi3	zei3	zai3	赣			145000		
嵩	suŋ1	sung1	song1	赣			90000		
川	tsʰon1	con1	chuan1	赣			120000		
州	tsəu1	zeu1	zhou1	赣			245000		
州	tsiu1	ziu1	zhou1	赣			245000		
巡	ɕin2	xin2	xun2	赣			120000		
巡	ɕuɛn2	xun2	xun2	赣			120000		
工	kuŋ1	gung1	gong1	赣			220000		
左	tso3	zo3	zuo3	赣			145000		
巧	tɕʰiau3	qiau3	qiao3	赣			120000		
巧	tɕʰiɛu3	qieu3	qiao3	赣			120000		
巨	tɕi4	ji4	ju4	赣			120000		
巨	tɕu4	ju4	ju4	赣			120000		
巩	kuŋ3	gung3	gong3	赣			108130		
巫	u1	wu1	wu1	赣			120000		
差	tsʰa1	ca1	cha4	赣			120000		
差	tsʰai1	cai1	cha4	赣			120000		
差	tsʰɛi1	cei1	cha4	赣			120000		
己	tɕi3	ji3	ji3	赣			120000		
已	i3	yi3	yi3	赣			210000		
巴	pa1	ba1	ba1	赣			120000		
巷	hoŋ4	hong4	xiang4	赣			120000		
巾	tɕin1	jin1	jin1	赣			120000		
币	pi4	bi4	bi4	赣			265000		
币	pʰi1	pi1	bi4	赣			265000		
市	si4	si4	shi4	赣			160000		
布	pu4	bu4	bu4	赣			130000		
布	pʰu4	pu4	bu4	赣			130000		
帅	sai4	sai4	shuai4	赣			120000		
帆	fan1	fan1	fan1	赣			120000		
师	si1	si1	shi1	赣			120000		
希	ɕi1	xi1	xi1	赣			120000		
帐	tsoŋ4	zong4	zhang4	赣			120000		
帕	pʰa4	pa4	pa4	赣			108828		
帖	tʰiɛʔ5	tiek5	tie1	赣			160000		
帘	liɛn2	lien2	lian2	赣			145000		
帚	tsəu3	zeu3	zhou3	赣			170000		
帚	tsiu3	ziu3	zhou3	赣			170000		
帜	tsiʔ6	zik6	zhi4	赣			109625		
帝	ti4	di4	di4	赣			145000		
帝	tʰi4	ti4	di4	赣			145000		
带	tai4	dai4	dai4	赣			370000		
席	ɕiʔ6	xik6	xi2	赣			100000		
帮	poŋ1	bong1	bang1	赣			170000		
常	tsʰoŋ2	cong2	chang2	赣			145000		
常	soŋ2	song2	chang2	赣			145000		
帽	mɑu4	mau4	mao4	赣			120000		
幅	fuʔ6	fuk6	fu2	赣			145000		
幕	mɔʔ5	mok5	mu4	赣			121000		
幕	muʔ5	muk5	mu4	赣			121000		
干	kon1	gon1	gan4	赣			125000		
干	kon4	gon4	gan4	赣			125000		
干	tɕʰiɛn2	qien2	gan4	赣			125000		
平	pʰən2	pen2	ping2	赣			175000		
平	pʰiaŋ2	piang2	ping2	赣			175000		
平	pʰiŋ2	ping2	ping2	赣			175000		
年	ȵiɛn2	nien2	nian2	赣			498559		
并	pən4	ben4	bing4	赣			415230		
并	pʰən4	pen4	bing4	赣			415230		
并	pʰiɑŋ4	piang4	bing4	赣			415230		
并	pʰiŋ4	ping4	bing4	赣			415230		
幸	ɕin4	xin4	xing4	赣			120000		
幺	iɛu1	yeu1	yao1	赣			76187		
幻	fan4	fan4	huan4	赣			120000		
幻	fon4	fon4	huan4	赣			120000		
幻	uon4	won4	huan4	赣			120000		
幼	iəu4	yeu4	you4	赣			120000		
幼	iu4	yiu4	you4	赣			120000		
幽	iu1	yiu1	you1	赣			145000		
广	kuoŋ3	guong3	guang3	赣			30000		
庄	tsoŋ1	zong1	zhuang1	赣			120000		
庆	tɕʰiɑŋ4	qiang4	qing4	赣			120000		
庆	tɕʰin4	qin4	qing4	赣			120000		
庆	tɕʰiŋ4	qing4	qing4	赣			120000		
庇	pʰi4	pi4	bi4	赣			106922		
床	tsʰoŋ2	cong2	chuang2	赣			135000		
序	ɕu4	xu4	xu4	赣			170000		
序	ɕuʔ6	xuk6	xu4	赣			170000		
庐	lu2	lu2	lu2	赣			120000		
库	kʰu4	ku4	ku4	赣			310000		
应	in1	yin1	ying1	赣			30000		
应	in4	yin4	ying1	赣			30000		
应	iŋ1	ying1	ying1	赣			30000		
应	iŋ4	ying4	ying1	赣			30000		
底	ti3	di3	di3	赣			245000		
店	tiɛn4	dien4	dian4	赣			195000		
庙	miau4	miau4	miao4	赣			120000		
庙	miɛu1	mieu1	miao4	赣			120000		
庚	kiɛn1	gien1	geng1	赣			170000		
府	fu3	fu3	fu3	赣			120000		
庞	pʰoŋ2	pong2	pang2	赣			109027		
废	fi3	fi3	fei4	赣			120000		
度	tʰu1	tu1	du4	赣			386023		
座	tsʰo4	co4	zuo4	赣			120000		
庭	tʰən2	ten2	ting2	赣			120000		
庭	tʰiɑŋ2	tiang2	ting2	赣			120000		
庭	tʰiŋ2	ting2	ting2	赣			120000		
庵	ŋon1	ngon1	an1	赣			120000		
康	kʰoŋ1	kong1	kang1	赣			120000		
庸	iuŋ1	yung1	yong1	赣			120000		
廉	liɛn2	lien2	lian2	赣			120000		
廊	loŋ2	long2	lang2	赣			120000		
廖	liɛu4	lieu4	liao4	赣			90000		
延	ȵiɛn2	nien2	yan2	赣			125000		
延	iɛn2	yen2	yan2	赣			125000		
廷	tʰən2	ten2	ting2	赣			120000		
廷	tʰiŋ2	ting2	ting2	赣			120000		
建	tɕiɛn4	jien4	jian4	赣			120000		
开	kʰɛi1	kei1	kai1	赣			370000		
异	ȵi4	ni4	yi4	赣			150000		
异	i4	yi4	yi4	赣			150000		
弄	luŋ4	lung4	nong4	赣			170000		
弄	ȵuŋ4	nung4	nong4	赣			170000		
弆	kiɛ3	gie3	ju3	赣	藏	cang2	123894		
弆	tɕiɛ3	jie3	ju3	赣	藏	cang2	123894		
弆	kʰiɛ3	kie3	ju3	赣	藏	cang2	123894		
弊	pi4	bi4	bi4	赣			120000		
弋	iʔ6	yik6	yi4	赣			140000		
式	sɨʔ5	sek5	shi4	赣			265000		
弓	kuŋ1	gung1	gong1	赣			145000		
引	iɑŋ3	yang3	yin3	赣			120000		
引	in3	yin3	yin3	赣			120000		
弘	fuŋ2	fung2	hong2	赣			120000		
弛	tsʰi2	ci2	chi2	赣			108608		
弟	tʰi1	ti1	di4	赣			120000		
张	tsoŋ1	zong1	zhang1	赣			170000		
弥	mi2	mi2	mi2	赣			120000		
弦	ɕiɛn2	xien2	xian2	赣			120000		
弦	ɕyon2	xyuon2	xian2	赣			120000		
弧	fu2	fu2	hu2	赣			101275		
弯	uan1	wan1	wan1	赣			120000		
弱	loʔ6	lok6	ruo4	赣			125000		
弱	ȵiɔʔ5	niok5	ruo4	赣			125000		
弱	ȵoʔ6	nok6	ruo4	赣			125000		
弱	iɔʔ6	yok6	ruo4	赣			125000		
弸	paŋ1	bang1	peng2	赣			5168		
弹	tʰan2	tan2	dan4	赣			135000		
弹	tʰan4	tan4	dan4	赣			135000		
强	tɕʰioŋ2	qiong2	qiang2	赣			165000		
强	tɕʰioŋ3	qiong3	qiang2	赣			165000		
弼	pɛʔ5	bek5	bi4	赣			90000		
归	kui1	gui1	gui1	赣			234000		
归	kʰuɛi1	kui1	gui1	赣			234000		
当	toŋ1	dong1	dang1	赣			370000		
当	toŋ4	dong4	dang1	赣			370000		
录	luʔ5	luk5	lu4	赣			120000		
形	ɕin2	xin2	xing2	赣			145000		
形	ɕiŋ2	xing2	xing2	赣			145000		
彤	tʰuŋ1	tung1	tong2	赣			106693		
彩	tsʰɛi3	cei3	cai3	赣			120000		
彪	piau1	biau1	biao1	赣			170000		
彪	piɛu1	bieu1	biao1	赣			170000		
彬	pən1	ben1	bin1	赣			120000		
彬	pin1	bin1	bin1	赣			120000		
彭	pʰaŋ2	pang2	peng2	赣			100000		
影	iaŋ3	yang3	ying3	赣			120000		
影	in3	yin3	ying3	赣			120000		
影	iŋ3	ying3	ying3	赣			120000		
役	ȵi4	ni4	yi4	赣			120000		
役	i4	yi4	yi4	赣			120000		
彻	tsʰɛʔ5	cek5	che4	赣			120000		
彻	tsʰiɛt6	ciet6	che4	赣			120000		
彼	piʔ5	bik5	bi3	赣			120000		
往	moŋ4	mong4	wang3	赣			245000		
往	uoŋ3	wong3	wang3	赣			245000		
征	tsən1	zen1	zheng1	赣			120000		
征	tsiŋ1	zing1	zheng1	赣			120000		
径	tɕiɑŋ4	jiang4	jing4	赣			145000		
径	tɕiŋ4	jing4	jing4	赣			145000		
径	tɕʰiŋ4	qing4	jing4	赣			145000		
待	tʰɛi4	tei4	dai4	赣			205000		
很	hɛn3	hen3	hen3	赣			235000		
很	hiɛn3	hien3	hen3	赣			235000		
徊	fai2	fai2	huai2	赣			108325		
律	liʔ6	lik6	lv4	赣			245000		
律	lyt5	lyut5	lv4	赣			245000		
徐	ɕi2	xi2	xu2	赣			120000		
徐	ɕu2	xu2	xu2	赣			120000		
徒	tʰu2	tu2	tu2	赣			120000		
得	tɛʔ5	dek5	de2	赣			384479		
得	tiɛʔ5	diek5	de2	赣			384479		
徛	tɕʰi4	qi4	ji4	赣	站立	zhan4 li4	124739		
御	ȵy4	nyu4	yu4	赣			102098		
循	ɕuɛn2	xun2	xun2	赣			120000		
微	mi1	mi1	wei1	赣			120000		
德	tɛʔ5	dek5	de2	赣			124589		
德	tiɛʔ5	diek5	de2	赣			124589		
徽	fi1	fi1	hui1	赣			120000		
心	ɕin1	xin1	xin1	赣			195000		
必	pɨʔ5	bek5	bi4	赣			145000		
必	pi4	bi4	bi4	赣			145000		
必	pit5	bit5	bi4	赣			145000		
忆	iʔ4	yik4	yi4	赣			120000		
忌	tɕi4	ji4	ji4	赣			125000		
忌	tɕʰi4	qi4	ji4	赣			125000		
忍	ȵin3	nin3	ren3	赣			170000		
志	tsi4	zi4	zhi4	赣			120000		
忘	moŋ4	mong4	wang4	赣			145000		
忘	uoŋ4	wong4	wang4	赣			145000		
忙	moŋ2	mong2	mang2	赣			220000		
忠	tsuŋ1	zung1	zhong1	赣			120000		
忧	iəu1	yeu1	you1	赣			120000		
忧	iu1	yiu1	you1	赣			120000		
快	kʰuai4	kuai4	kuai4	赣			280000		
忱	tsʰin2	cin2	chen2	赣			105545		
念	ȵiɛn4	nien4	nian4	赣			220000		
忺	kʰiɛn4	kien4	xian1	赣	欲/想念/牵挂	yu4/xiang3 nian4/qian1 gua4	127383		
忺	tɕʰiɛn4	qien4	xian1	赣	欲/想念/牵挂	yu4/xiang3 nian4/qian1 gua4	127383		
忽	fu1	fu1	hu1	赣			185000		
忿	fin4	fin4	fen4	赣			109322		
怀	fai2	fai2	huai2	赣			130000		
怀	uai2	wai2	huai2	赣			130000		
态	tʰɛi4	tei4	tai4	赣			120000		
怄	ŋiɛu4	ngieu4	ou4	赣			170000		
怎	tsɛn1	zen1	zen3	赣			370000		
怎	tsiɛn1	zien1	zen3	赣			370000		
怒	lu4	lu4	nu4	赣			120000		
怒	ȵu4	nu4	nu4	赣			120000		
怔	tsiŋ1	zing1	zheng1	赣			109508		
怕	pʰa4	pa4	pa4	赣			255000		
怖	pu4	bu4	bu4	赣			100831		
怜	liɛn2	lien2	lian2	赣			120000		
思	si1	si1	si1	赣			120000		
怠	tʰɛi4	tei4	dai4	赣			120000		
急	tɕip5	jip5	ji2	赣			250000		
性	ɕiaŋ4	xiang4	xing4	赣			330000		
性	ɕin4	xin4	xing4	赣			330000		
性	ɕiŋ4	xing4	xing4	赣			330000		
怨	ȵyon4	nyuon4	yuan4	赣			120000		
怨	yon4	yon4	yuan4	赣			120000		
怨	yon4	yuon4	yuan4	赣			120000		
怪	kuai4	guai4	guai4	赣			110000		
怯	kʰiap6	kiap6	qie4	赣			120000		
怯	kʰiɛp6	kiep6	qie4	赣			120000		
怯	tɕʰiɛʔ5	qiek5	qie4	赣			120000		
总	tsuŋ3	zung3	zong3	赣			370000		
恃	si4	si4	shi4	赣			107463		
恋	liɛn4	lien4	lian4	赣			120000		
恍	foŋ3	fong3	huang3	赣			120000		
恐	kʰuŋ3	kung3	kong3	赣			120000		
恒	hɛn2	hen2	heng2	赣			120000		
恒	hiɛn2	hien2	heng2	赣			120000		
恕	su4	su4	shu4	赣			104005		
恢	fɛi1	fei1	hui1	赣			120000		
恤	ɕuɛt6	xuet6	xu4	赣			120000		
恤	ɕut6	xut6	xu4	赣			120000		
恨	hɛn4	hen4	hen4	赣			170000		
恨	hiɛn4	hien4	hen4	赣			170000		
恩	ŋiɛn1	ngien1	en1	赣			195000		
恬	tʰiɛn2	tien2	tian2	赣			100455		
恭	kuŋ1	gung1	gong1	赣			120000		
息	ɕiʔ5	xik5	xi1	赣			145000		
恰	tɕʰiaʔ5	qiak5	qia4	赣			120000		
恳	kʰiɛn3	kien3	ken3	赣			120000		
恶	ŋɔʔ5	ngok5	e4	赣			195000		
恶	uʔ5	uk5	e4	赣			195000		
恶	u4	wu4	e4	赣			195000		
恼	lɑu3	lau3	nao3	赣			120000		
恼	ȵɑu3	nau3	nao3	赣			120000		
悄	tɕʰiau1	qiau1	qiao1	赣			106074		
悉	ɕiʔ6	xik6	xi1	赣			108873		
悍	hon4	hon4	han4	赣			104921		
悔	fɛi4	fei4	hui3	赣			145000		
悔	fi3	fi3	hui3	赣			145000		
悟	uʔ4	wuk4	wu4	赣			120000		
悠	iu1	yiu1	you1	赣			120000		
患	fiɛn4	fien4	huan4	赣			120000		
患	uɛn4	wien4	huan4	赣			120000		
悦	ȵuɛt6	nuet6	yue4	赣			120000		
悦	yɵʔ5	yuok5	yue4	赣			120000		
您	ȵin2	nin2	nin2	赣			134934		
悬	ɕyon2	xyuon2	xuan2	赣			120000		
悯	min3	min3	min3	赣			120000		
悲	pi1	bi1	bei1	赣			120000		
悼	tɑu4	dau4	dao4	赣			100020		
情	tɕʰiɑŋ2	qiang2	qing2	赣			120000		
情	tɕʰin2	qin2	qing2	赣			120000		
惊	tɕiaŋ1	jiang1	jing1	赣			145000		
惊	tɕin1	jin1	jing1	赣			145000		
惑	fɛʔ6	fek6	huo4	赣			120000		
惑	foʔ6	fok6	huo4	赣			120000		
惕	tʰiʔ5	tik5	ti4	赣			107422		
惜	ɕiɛʔ5	xiek5	xi1	赣			120000		
惜	ɕiʔ5	xik5	xi1	赣			120000		
惠	fɛi4	fei4	hui4	赣			145000		
惠	fi4	fi4	hui4	赣			145000		
惧	tɕi4	ji4	ju4	赣			104048		
惧	tɕu4	ju4	ju4	赣			104048		
惨	tsʰan3	can3	can3	赣			120000		
惨	tsʰiɛn3	cien3	can3	赣			120000		
惩	tsʰiŋ3	cing3	cheng2	赣			105794		
惭	tsʰan2	can2	can2	赣			120000		
惯	kuan4	guan4	guan4	赣			30000		
惯	kuon4	guon4	guan4	赣			30000		
惰	to4	do4	duo4	赣			120000		
想	ɕioŋ3	xiong3	xiang3	赣			411904		
惹	lɛ3	le3	re3	赣			200000		
惹	ia3	ya3	re3	赣			200000		
愁	tsʰɛu2	ceu2	chou2	赣			120000		
愈	ȵi2	ni2	yu4	赣			102307		
愈	y2	yu2	yu4	赣			102307		
愉	ȵi2	ni2	yu2	赣			107329		
愉	y2	yu2	yu2	赣			107329		
意	ȵi4	ni4	yi4	赣			145000		
意	i4	yi4	yi4	赣			145000		
愚	ȵi2	ni2	yu2	赣			120000		
愚	ȵy2	nyu2	yu2	赣			120000		
愚	y2	yu2	yu2	赣			120000		
感	kon3	gon3	gan3	赣			145000		
愤	fin4	fin4	fen4	赣			102996		
愧	fai2	fai2	kui4	赣			120000		
愧	kʰui4	kui4	kui4	赣			120000		
愿	ȵyon1	nyuon1	yuan4	赣			120000		
慈	tsʰi2	ci2	ci2	赣			120000		
慌	foŋ1	fong1	huang1	赣			120000		
慎	sən4	sen4	shen4	赣			120000		
慎	sin4	sin4	shen4	赣			120000		
慕	mu4	mu4	mu4	赣			120000		
慢	man1	man1	man4	赣			220000		
慧	fi4	fi4	hui4	赣			145000		
慨	kʰɛi3	kei3	kai3	赣			120000		
慰	ui4	wui4	wei4	赣			120000		
憨	hon1	hon1	han1	赣			120000		
懂	tuŋ3	dung3	dong3	赣			370000		
懈	kai4	gai4	xie4	赣			103268		
懈	ɕia4	xia4	xie4	赣			103268		
懒	lan3	lan3	lan3	赣			220000		
懵	muŋ3	mung3	meng3	赣			90000		
戄	foʔ5	fok5	jue2	赣	惊恐/惊慌/着急	jing1 kong3/jing1 huang1/zhao2 ji2	124779		
戈	ko1	go1	ge1	赣			100232		
戏	ɕi4	xi4	xi4	赣			120000		
成	tsʰɑŋ2	cang2	cheng2	赣			416686		
成	tsʰən2	cen2	cheng2	赣			416686		
成	tsʰiŋ2	cing2	cheng2	赣			416686		
成	saŋ2	sang2	cheng2	赣			416686		
成	siŋ2	sing2	cheng2	赣			416686		
我	ŋo1	ngo1	wo3	赣			578841		
戒	kai4	gai4	jie4	赣			120000		
或	fɛʔ6	fek6	huo4	赣			135000		
或	fiɛt6	fiet6	huo4	赣			135000		
战	tsan4	zan4	zhan4	赣			145000		
战	tsɛn4	zen4	zhan4	赣			145000		
戚	tɕʰiʔ5	qik5	qi1	赣			120000		
戥	ɕiaŋ1	xiang1	deng3	赣			120000		
截	tɕiɛt5	jiet5	jie2	赣			145000		
戬	tɕiɛn3	jien3	jian3	赣			90000		
戳	tsʰɔʔ5	cok5	chuo1	赣	以物体的尖端触刺/性交	yi3 wu4 ti3 de5 jian1 duan1 chu4 ci4/xing4 jiao1	124507		
戴	tai4	dai4	dai4	赣			120000		
户	fu4	fu4	hu4	赣			170000		
房	foŋ2	fong2	fang2	赣			120000		
所	so3	so3	suo3	赣			370000		
所	suʔ5	suk5	suo3	赣			370000		
扁	piɛn3	bien3	bian3	赣			120000		
扇	sɛn4	sen4	shan4	赣			120000		
手	səu3	seu3	shou3	赣			370000		
手	siu3	siu3	shou3	赣			370000		
才	tsʰai2	cai2	cai2	赣			384590		
才	tsʰɛi2	cei2	cai2	赣			384590		
扎	tsæt5	zaet5	zha1	赣			120000		
扑	pʰuʔ5	puk5	pu1	赣			120000		
扒	pa1	ba1	ba1	赣			120000		
扒	pʰa2	pa2	ba1	赣			120000		
打	ta3	da3	da3	赣			370000		
扔	liŋ1	ling1	reng1	赣			115300		
托	tʰo1	to1	tuo1	赣			125000		
托	tʰɔʔ5	tok5	tuo1	赣			125000		
扚	tiaʔ5	diak5	diao3	赣			154620		
扛	koŋ1	gong1	kang2	赣			145000		
扛	kʰoŋ2	kong2	kang2	赣			145000		
扣	kʰiɛu4	kieu4	kou4	赣			150000		
扣	tɕʰiau4	qiau4	kou4	赣			150000		
执	tsʰiʔ6	cik6	zhi2	赣			120000		
执	tsɨʔ5	zek5	zhi2	赣			120000		
执	tsiʔ6	zik6	zhi2	赣			120000		
扩	kʰɔʔ5	kok5	kuo4	赣			120000		
扩	kʰuɛt5	kuet5	kuo4	赣			120000		
扫	sɑu4	sau4	sao3	赣			135000		
扬	iaŋ2	yang2	yang2	赣			120000		
扬	ioŋ2	yong2	yang2	赣			120000		
扭	ȵiəu3	nieu3	niu3	赣			120000		
扭	ȵiuʔ6	niuk6	niu3	赣			120000		
扮	pan4	ban4	ban4	赣			120000		
扮	pən4	ben4	ban4	赣			120000		
扮	pʰən4	pen4	ban4	赣			120000		
扯	tsʰa3	ca3	che3	赣			120000		
扯	tsʰɛ3	ce3	che3	赣			120000		
扰	lɑu3	lau3	rao3	赣			120000		
扰	lɛu3	leu3	rao3	赣			120000		
扰	ȵɑu3	nau3	rao3	赣			120000		
扳	pan1	ban1	ban1	赣			120000		
扶	fu2	fu2	fu2	赣			120000		
批	pʰi1	pi1	pi1	赣			120000		
扼	ŋoʔ5	ngok5	e4	赣			109340		
找	tɕʰin2	qin2	zhao3	赣			370000		
找	tsɑu3	zau3	zhao3	赣			370000		
承	tsʰən2	cen2	cheng2	赣			120000		
承	tsʰiŋ2	cing2	cheng2	赣			120000		
承	sən2	sen2	cheng2	赣			120000		
技	tɕʰi4	qi4	ji4	赣			120000		
抄	tsʰɑu1	cau1	chao1	赣			145000		
把	pa3	ba3	ba3	赣			415002		
把	la3	la3	ba3	赣			415002		
抑	iʔ6	yik6	yi4	赣			103709		
抒	ɕu1	xu1	shu1	赣			101738		
抓	kʰa1	ka1	zhua1	赣			125000		
抓	tsa1	za1	zhua1	赣			125000		
抓	tsiɛ1	zie1	zhua1	赣			125000		
投	tʰɛu2	teu2	tou2	赣			120000		
抖	tɛu3	deu3	dou3	赣			120000		
抗	kʰoŋ4	kong4	kang4	赣			120000		
折	sɛʔ6	sek6	zhe2	赣			120000		
折	siɛʔ6	siek6	zhe2	赣			120000		
折	tsɛʔ5	zek5	zhe2	赣			120000		
折	tsiɛʔ5	ziek5	zhe2	赣			120000		
抚	fu3	fu3	fu3	赣			120000		
抛	pʰɑu1	pau1	pao1	赣			120000		
