本词	国际音标	方言拼音	汉语拼音	词汇属性	对应官话词	官话拼音	词频	同义词	新旧标记
治	tsɿʔ7	zik6	zhi4	赣			205000		新1
薯	su3	su3	shu3	赣			100000		新1
盟	mɨn5	men4	meng2	赣			100000		新1
导	tau6	dau5	dao3	赣			175000		新1
乎	fu6	fu5	hu1	赣			175000		新1
岳	yot7	yuot6	yue4	赣			100000		新1
逐	tsuʔ7	zuk6	zhu2	赣			125000		新1
具	tɕy5	jyu4	ju4	赣			125000		新1
夺	tot7	dot6	duo2	赣			175000		新1
拒	tɕy5	jyu4	ju4	赣			100000		新1
原	yon5	yuon4	yuan2	赣			160000		新1
舍	sa6	sa5	she3	赣			205000		
狱	yt7	yut6	yu4	赣			100000		新1
柿	sɿ6	si5	shi4	赣			100000		新1
愚	y5	yu4	yu2	赣			100000		新1
疑	i5	yi4	yi2	赣			135000		新1
艺	i6	yi5	yi4	赣			100000		新1
宅	tsai5	zai4	zhai2	赣			125000		新1
巨	tɕy5	jyu4	ju4	赣			100000		新1
融	luŋ5	lung4	rong2	赣			100000		新1
辙	tsɛt7	zet6	zhe2	赣			100000		新1
遇	y6	yu5	yu4	赣			100000		新1
织	tsɿʔ7	zik6	zhi1	赣			100000		新1
职	tsɿʔ7	zik6	zhi2	赣			100000		新1
锡	ɕiʔ7	xik6	xi1	赣			100000		新1
愿	yon6	yuon5	yuan4	赣			100000		新1
极	tɕit7	jit6	ji2	赣			100000		新1
殖	tsɿʔ7	zik6	zhi2	赣			135000		新1
泽	tsɛt7	zet6	ze2	赣			150000		新1
植	tsɿʔ7	zik6	zhi2	赣			139600		新1
兼	tɕiɛn1	jien1	jian1	赣			100000		
执	tsɿʔ7	zik6	zhi2	赣			100000		新1
鲜	ɕiɛn3	xien3	xian1	赣			100000		
阵	tsɛn5	zen4	zhen4	赣			100000		新1
籍	tɕʰit7	qit6	ji2	赣			100000		老1
辰	tsʰɨn5	cen4	chen2	赣			100000		新1
晨	tsʰɨn5	cen4	chen2	赣			105000		新1
寻	ɕyn5	xyun4	xun2	文			326094		
荣	luŋ5	lung4	rong2	赣			100000		新1
化	fon5	fon4	hua4	赣	挥霍	hui1 huo4	350000		
瘕	ha1	ha1	jia3	赣			100000		
夜	ia0	ya0	ye4	赣			205000		
述	suʔ7	suk6	shu4	赣			110000		新1
述	ɕyt7	xyut6	shu4	赣			110000		老1
毙	pʰi0	pi0	bi4	赣			100000		
啮	net7	net6	nie4	赣			115000		
捩	liɛt7	liet6	lie4	赣	拧	ning3	90000		
褶		zet6	zhe3	赣			90000		
佶		jiet6	ji2	赣			80000		
侑	iu6	yiu5	you4	赣			60000		
侥	tɕiɛu3	jieu3	jiao3	赣			60000		
俞	y5	yu4	yu2	赣			90000		
俣	y3	yu3	yu3	赣			6500		
倌	kuon1	guon1	guan1	赣			75000		
倩	tɕʰiɛn1	qien1	qian4	赣			90000		
倭	uo1	wo1	wo1	赣			90000		
偈	tɕiɛt7	jiet6	ji4	赣			50000		
僰	pʰɛt7	pet6	bo2	赣			90000		
兀	uʔ7	wuk6	wu4	赣			115000		
兕	sɿ5	si4	si4	赣			120000		
刖		yet6	yue4	赣			90000		
刭	tɕin3	jin3	jing3	赣			90000		
剀	kʰai3	kai3	kai3	赣			10000		
剟	tɔʔ7	dok6	duo1	赣			125000	剁	
劁	tɕʰiɛu1	qieu1	qiao1	赣			90000		
劓	i1	yi1	yi4	赣			90000		
劾		het6	he2	赣			95000		
匜	i2	yi2	yi2	赣			1200		
厝	tsʰo6	co5	cuo4	赣			90000		
叱	tsʰɿ6	ci5	chi4	赣			74250		
吣	tɕʰin6	qin5	qin4	赣			51329		
呤	lin2	lin2	ling4	赣			39999		
咀	tɕy3	jyu3	ju3	赣			35658		
咄	tɔʔ7	dok6	duo1	赣			60000		
咎	tɕʰiu6	qiu5	jiu4	赣			64513		
咭	ɕit7	xit6	ji1	赣			12000		
哂	sɨn3	sen3	shen3	赣			20545		
哓	ɕieu1	xieu1	xiao1	赣			45625		
哕		yet6	hui4	赣			15505		
哳	sai1	sai1	zha1	赣			30000		
哿	ko1	go1	ge3	赣			30000		
唝	kɔŋ5	gong4	gong4	赣			30000		
唪		peng1	feng3	赣			30000		
唳	li6	li5	li4	赣			45872		
啉	lin2	lin2	lin2	赣			30510		
啐	cei6	cei5	cui4	赣			140000		
啜	tsʰɔʔ7	cok6	chuai4	赣			90000		
啾	tɕʰiu1	qiu1	jiu1	赣			15606		
喁	y2	yu2	yong2	赣			63190		
喙	fɨi6	fei5	hui4	赣			90000		
嗔	tʰɛn1	ten1	chen1	赣			3725		
嗫	ȵiɛt7	niet6	nie4	赣			3647		
噫	i6	yi5	yi1	赣			90000		
囹	lin2	lin2	ling2	赣			56034		
囿	iu3	yiu3	you4	赣			83430		
圪	ke3	ge3	ge1	赣			76426		
圻	tɕʰi2	qi2	qi2	赣			63758		
坌		beng5	ben4	赣			79345		
坩	kan1	gan1	gan1	赣			90000		
坫	tsɛn2	zen2	dian4	赣			90000		
坻	ti3	di3	chi2	赣			35614		
垅	luŋ3	lung3	long3	赣			30000		
万	uan6	wan5	wan4	文			220000		
万	man6	man5	wan4	白			220000		
下	ha6	ha5	xia4	文			370000		
下	ka6	ga5	xia4	白			370000		
丸	yon5	yuon4	wan2	白			120000		
丸	uon5	won4	wan2	文			120000		
会	ui6	wui5	hui4	赣			386025		
伯	pet7	bet6	bo2	文			120000		
供	kuŋ1	gung1	gong1	文			205000		
供	tɕiuŋ5	jiung4	gong1	白			205000		
兄	ɕiuŋ1	xiung1	xiong1	文			170000		
共	tɕʰiuŋ6	qiung5	gong4	白			155000		
再	tsai5	zai4	zai4	赣			370000		
冷	laŋ3	lang3	leng3	白			145000		
刚	kɔŋ1	gong1	gang1	文			195000		
危	ui5	wui4	wei1	白			120000		
卵	lon3	lon3	luan3	赣			205000		
卵	lo3	lo3	luan3	赣			205000		
合	kot7	got6	he2	白			200000		
呆	ŋai5	ngai4	dai1	白			170000		
呼	fu1	fu1	hu1	文			120000		
和	fo5	fo4	he2	赣			805815		老1
声	saŋ1	sang1	sheng1	白			370000		
奔	pen1	ben1	ben1	赣			120000		
女	ȵy3	nyu3	nv3	赣			370000		
女	ȵyn3	nyun3	nv3	赣	女儿	nv3 er2	370000		
奶	lai3	lai3	nai3	文			120000		
姓	ɕin5	xin4	xing4	文			145000		
孟	men6	men5	meng4	白			120000		
孟	muŋ6	mung5	meng4	文			120000		
完	uon5	won4	wan2	文			370000		
完	yon5	yuon4	wan2	白			370000		
密	mɛt7	met6	mi4	赣			120000		老1
尾	mi3	mi3	wei3	白			145000		
尾	ui3	wui3	wei3	文			145000		
岭	lin3	lin3	ling3	文			120000		
岭	liaŋ3	liang3	ling3	白			120000		
常	sɔŋ5	song4	chang2	白			145000		老1
常	tsʰɔŋ2	cong2	chang2	文			161598		新1
庚	kien1	gien1	geng1	文			170000		
影	iaŋ3	yang3	ying3	白			120000		
影	in3	yin3	ying3	文			120000		
微	ui5	wui4	wei1	文			120000		
忍	ȵin3	nin3	ren3	白			170000		
忘	mɔŋ6	mong5	wang4	白			145000		
忘	uɔŋ6	wong5	wang4	文			145000		
怀	uai5	wai4	huai2	白			130000		
性	ɕin5	xin4	xing4	文			330000		
惊	tɕin1	jin1	jing1	文			145000		
披	pʰi1	pi1	pi1	文			120000		
拒	tɕʰy6	qyu5	ju4	文			120000		老1
揽	lan3	lan3	lan3	文			120000		
斜	ɕia5	xia4	xie2	文			130000		
斜	tɕʰia2	qia2	xie2	白			130000		
旋	tɕʰyon6	qyuon5	xuan2	白			120000		
旋	ɕyon6	xyuon5	xuan2	文			120000		
朋	pʰuŋ2	pung2	peng2	文			120000		
望	uɔŋ6	wong5	wang4	文	看	kan4	370000		
望	mɔŋ6	mong5	wang4	白	看	kan4	370000		
柏	pet7	bet6	bai3	文			170000		
染	len3	len3	ran3	文			135000		
核	het8	het7	he2	文			120000		
核	ut7	wut6	he2	白			120000		
梗	kuaŋ3	guang3	geng3	白			120000		
棚	pʰuŋ2	pung2	peng2	文			120000		
橡	ɕiɔŋ6	xiong5	xiang4	白			120000		
毛	mau5	mau4	mao2	文			220000		
毛	mau1	mau1	mao2	白			220000		
活	uot8	wot7	huo2	赣			220000		本1
浮	feu5	feu4	fu2	文			120000		
淹	ien1	yen1	yan1	文			120000		
清	tɕʰin1	qin1	qing1	文			325000		
渠	tɕʰie2	qie2	qu2	白	他	ta1	550000		本1
滴	tit7	dit6	di1	文			145000		
漩	ɕyon6	xyuon5	xuan2	文			90000		
熨	yt7	yut6	yun4	白			90000		
牚	tsʰaŋ3	cang3	cheng1	白			30000		
牛	ȵiu5	niu4	niu2	文			155000		
特	tʰet8	tet7	te4	赣			275000		本1
特	tʰet7	tet6	te4	赣			275000		又1
猛	mɛn3	men3	meng3	白			225000		
猛	muŋ3	mung3	meng3	文			225000		
猫	mau5	mau4	mao1	文			120000		
环	fan5	fan4	huan2	赣			215000		本1
瓦	ua3	wa3	wa3	赣			170000		
瓶	pʰin2	pin2	ping2	文			170000		
皇	fɔŋ5	fong4	huang2	文			120000		
相	ɕiɔŋ1	xiong1	xiang1	文			145000		
相	ɕiɔŋ5	xiong4	xiang1	白			145000		
眶	kʰuaŋ1	kuang1	kuang4	白			120000		
睛	tɕiaŋ1	jiang1	jing1	白			145000		
矛	mau5	mau4	mao2	文			120000		
矛	mieu5	mieu4	mao2	白			120000		
硬	ŋaŋ6	ngang5	ying4	白			220000		
程	tsʰaŋ2	cang2	cheng2	白			125000		
笛	tʰit8	tit7	di2	文			120000		
簧	fɔŋ5	fong4	huang2	文			120000		
精	tɕin1	jin1	jing1	文			170000		
绒	iuŋ5	yung4	rong2	白			120000		
绒	luŋ5	lung4	rong2	文			120000		
网	uɔŋ3	wong3	wang3	文			120000		
腊	lat7	lat6	la4	赣			120000		
腥	ɕiaŋ1	xiang1	xing1	白			120000		
茸	luŋ5	lung4	rong1	文			120000		
蒙	muŋ5	mung4	meng2	文			120000		
蒙	muŋ1	mung1	meng2	白			120000		
虹	fuŋ5	fung4	hong2	文			145000		
蚊	uen5	wun4	wen2	文			120000		
蜡	lat7	lat6	la4	文			120000		
蝗	fɔŋ5	fong4	huang2	文			120000		
蟥	uɔŋ5	wong4	huang2	白			90000		
行	ɕin5	xin4	xing2	文			270000		
行	hen6	hen5	xing2	白			270000		
袋	tʰai6	tai5	dai4	文			120000		
袖	tɕʰiu6	qiu5	xiu4	白			120000		老1
警	tɕin3	jin3	jing3	文			120000		
许	he3	he3	xu3	白	那	na4	550000		
请	tɕʰin3	qin3	qing3	文			370000		
谢	ɕia6	xia5	xie4	文			170000		
谢	tɕʰia6	qia5	xie4	白			170000		
辣	lat8	lat7	la4	白	能干	neng2 gan4	120000		
辣	lat7	lat6	la4	文			120000		
铃	lin5	lin4	ling2	文			120000		
铅	ȵyon5	nyuon4	qian1	白			125000		
铅	kʰan1	kan1	qian1	文			125000		老1
问	uen6	wun5	wen4	文			389874		
随	sui5	sui4	sui2	文			145000		
雷	lui5	lui4	lei2	文			145000		老1
靴	ɕye1	xyue1	xue1	文			120000		
韧	ȵin6	nin5	ren4	白			125000		
顶	tin3	din3	ding3	文			125000		
顷	tɕʰyn3	qyun3	qing3	文			120000		
颈	tɕiaŋ3	jiang3	jing3	白			120000		
鹏	pʰuŋ2	pung2	peng2	文			120000		
麦	met7	met6	mai4	白			120000		
黄	uɔŋ5	wong4	huang2	白			320000		
黄	fɔŋ5	fong4	huang2	文			320000		
鼎	tin3	din3	ding3	文			120000		
舐	sɿ6	si5	shi4	文			100000		
微	mi1	mi1	wei1	白			100000		
㸏	mi5	mi4	mi2	文			100000		
腿	tʰi3	ti3	tui3	白			125000		
袋	tʰi6	ti5	dai4	白			100000		
随	tɕʰi2	qi2	sui2	白			125000		
伱	ȵi3	ni3	ni3	文			147623		
呼	kʰu1	ku1	hu1	白			100000		
瘸	tɕye1	jyue1	que2	白			100000		
靴	ɕia1	xia1	xue1	白			100000		
挫	tso1	zo1	cuo4	白			130516		
挫	tsʰo3	co3	cuo4	文			125000		
和	uo5	wo4	he2	赣			350000		
挤	tse1	ze1	ji3	白			100000		
舐	se1	se1	shi4	白			100000		
披	pʰie3	pie3	pi1	白			100000		
㸏	mie5	mie4	mi2	白			100000		
㰦	tɕʰie1	qie1	qu4	白			100000		
渔	ȵie5	nie4	yu2	白			106716		
拒	kʰie6	kie5	ju4	白			100000		
譺	ŋie6	ngie5	ai4	白			100000		
瘸	tɕʰye2	qyue2	que2	文			100000		
你	nen3	nen3	ni3	赣			415320		
呆	tai1	dai1	dai1	文			150000		
奶	lai1	lai1	nai3	白			100000		
睳	fɨi1	fei1	hui1	赣			100000		
嚖	fɨi3	fei3	hui4	赣			100000		
𫄹	fɨi5	fei4	𫄹5	赣			100000		
𰬸	fɨi6	fei5	𰬸5	赣			100000		
浮	pʰau1	pau1	fu2	白			100000		
梢	sau3	sau3	shao1	赣			100000		
猫	mieu5	mieu4	mao1	白			100000		
牛	ŋieu5	ngieu4	niu2	白			135000		
赒	tsɛu1	zeu1	zhou1	赣			100000		
犫	tsʰeu1	ceu1	chou1	赣			100000		
鲉	tsʰɛu2	ceu2	you2	赣			100000		
殠	tsʰɛu3	ceu3	chou4	赣			100000		
售	tɕʰiu6	qiu5	shou4	白			100000		
扌	seu3	seu3	shou5	赣			100000		
绶	seu6	seu5	shou4	赣			100000		
售	ɕiu6	xiu5	shou4	赣			100000		又1
淹	ŋan1	ngan1	yan1	白			100000		
玩	uan5	wan4	wan2	文			350000		
还	uan5	wan4	hai2	赣			350000		本1
环	uan5	wan4	huan2	赣			195000		又1
脕	uan6	wan5	wan4	文			100000		
揽	lon3	lon3	lan3	白			100000		
漩	tɕʰyon6	qyuon5	xuan2	白			100000		
朋	pʰen2	pen2	peng2	白			100000		
鹏	pʰen2	pen2	peng2	白			100000		
硼	pʰen2	pen2	peng2	白			100000		
彭	pʰen2	pen2	peng2	文			100000		
膨	pʰuŋ2	pung2	peng2	赣			100000		
横	fen6	fen5	heng2	文			197000		
泓	fen5	fen4	hong2	文			100000		
𨱑	fen5	fen4	huang2	赣			100000		
伱	nen3	nen3	ni3	白			147623		
耕	kien1	gien1	geng1	文			100000		
坑	kʰien1	kien1	keng1	文			100000		
顷	kʰien3	kien3	qing3	白			100000		
蚊	mɨn5	men4	wen2	白			100000		
问	mɨn6	men5	wen4	白			350000		
荤	fɨn1	fen1	hun1	赣			100000		
葐	fɨn5	fen4	pen2	赣			100000		
𢅯	fɨn6	fen5	fen4	赣			100000		
𪏆	tʰɛn1	ten1	tun1	赣			100000		
啍	tʰɨn2	ten2	tun1	赣			100000		
畽	tʰen3	ten3	tun3	赣			100000		
鶨	tʰɨn6	ten5	chuan4	赣			100000		
刃	lɨn6	len5	ren4	文			108064		
韧	lɨn6	len5	ren4	文			105000		
侲	tsɨn1	zen1	zhen4	赣			100000		
赈	tsɛn3	zen3	zhen4	赣			100000		
缜	tsʰen1	cen1	zhen3	赣			100000		
臣	tsʰɨn2	cen2	chen2	赣			100000		
敶	tsʰen6	cen5	zhen4	赣			100000		
胂	sɨn1	sen1	shen4	赣			100000		
頣	sɨn3	sen3	shen3	赣			100000		
乗	ɕin5	xin4	cheng2	白			100000		
愼	sen6	sen5	shen4	赣			100000		
凭	pʰin2	pin2	ping2	赣			135000		
坪	pʰin2	pin2	ping2	文			100000		
萍	pʰin2	pin2	ping2	文			130000		
疔	tin1	din1	ding1	文			100000		
钉	tin5	din4	ding1	文			125000		
订	tʰin6	tin5	ding4	文			100000		
淸	tɕʰin1	qin1	qing1	文			100000		
靑	tɕʰin1	qin1	qing1	文			100000		
程	tɕʰin2	qin2	cheng2	文			105000		
晴	tɕʰin2	qin2	qing2	文			125000		
擎	tɕʰin2	qin2	qing2	文			103249		
磬	tɕʰin3	qin3	qing4	文			100000		
净	tɕʰin6	qin5	jing4	文			186934		
郑	tɕʰin6	qin5	zheng4	文			110000		
靖	tɕʰin6	qin5	jing4	文			100937		
迎	ȵin5	nin4	ying2	赣			136501		老1
任	ȵin6	nin5	ren4	白			100000		
人	ȵin5	nin4	ren2	白			350000		
仁	ȵin5	nin4	ren2	白			125000		
刃	ȵin6	nin5	ren4	白			100000		
净	tɕʰiaŋ6	qiang5	jing4	白			180000		
醒	ɕin3	xin3	xing3	文			100000		
映	in5	yin4	ying4	文			102862		
暎	in5	yin4	ying4	文			100000		
笋	sun3	sun3	sun3	文			131700		
吮	sun3	sun3	shun3	文			103025		
吮	tɕʰyn6	qyun5	shun3	白			100000		
笋	ɕyn3	xyun3	sun3	白			105000		
颍	yn3	yun3	ying3	赣			100000		
颖	yn3	yun3	ying3	赣			100000		
怦	pʰaŋ1	pang1	peng1	白			100000		
憉	pʰaŋ2	pang2	peng2	白			100000		
瞠	tsʰaŋ1	cang1	cheng1	白			100000		
郑	tsʰaŋ6	cang5	zheng4	白			110000		
兵	piaŋ1	biang1	bing1	白			180000		
䴵	piaŋ3	biang3	bing3	白			100000		
萍	pʰiaŋ2	piang2	ping2	白			130000		
顶	tiaŋ3	diang3	ding3	白			105000		
订	tiaŋ5	diang4	ding4	白			100000		
铃	liaŋ5	liang4	ling2	白			100000		
靑	tɕʰiaŋ1	qiang1	qing1	白			100000		
擎	tɕʰiaŋ2	qiang2	qing2	白			100000		
磬	tɕʰiaŋ3	qiang3	qing4	白			100000		
卝	kʰuaŋ6	kuang5	kuang4	白			100000		
㶇	uaŋ5	wang4	heng2	白			100000		
横	uaŋ6	wang5	heng2	赣			150000		
网	mɔŋ3	mong3	wang3	白			100000		
蟥	fɔŋ5	fong4	huang2	文			100000		
虹	kɔŋ5	gong4	hong2	白			125000		
刚	tɕiɔŋ1	jiong1	gang1	白			175000		
王	iɔŋ5	yong4	wang2	白			125000		
旺	iɔŋ6	yong5	wang4	白			106226		
皇	uɔŋ5	wong4	huang2	白			100000		
簧	uɔŋ5	wong4	huang2	白			100000		
怦	pʰuŋ1	pung1	peng1	文			100000		
戎	luŋ5	lung4	rong2	文			108318		
茸	iuŋ5	yung4	rong1	白			100000		
戎	iuŋ5	yung4	rong2	白			100000		
蜡	lat8	lat7	la4	白			100000		
绝	tɕʰyot7	qyuot6	jue2	赣			150000		
绝	tɕʰyot8	qyuot7	jue2	赣			150000		
月	ȵyot7	nyuot6	yue4	赣			350000		又1
月	ȵyot8	nyuot7	yue4	赣			350000		本1
百	pet7	bet6	bai3	文			195000		
佰	pet7	bet6	bai3	文			155615		
白	pʰet8	pet7	bai2	文			350000		
陌	met7	met6	mo4	文			104906		
壁	pit7	bit6	bi4	文			205000		
伯	paʔ7	bak6	bo2	白			120000		
拍	pʰaʔ7	pak6	pai1	白			145000		
白	pʰaʔ8	pak7	bai2	白			350000		
麦	maʔ8	mak7	mai4	赣			100000		
㩇	faʔ7	fak6	huo4	赣			100000		
搦	laʔ7	lak6	nuo4	白			320602	拿	
债	tsaʔ7	zak6	zhai4	白			125000		
尺	tsʰaʔ7	cak6	chi3	白			120000		
石	saʔ8	sak7	shi2	白			195000		
格	kaʔ7	gak6	ge2	白			120000		
客	kʰaʔ7	kak6	ke4	白			195000		
吓	haʔ7	hak6	xia4	白			145000		
壁	piaʔ7	biak6	bi4	白	墙壁	qiang2 bi4	205000		
劈	pʰiaʔ7	piak6	pi1	白			145000		
滴	tiaʔ7	diak6	di1	白	点	dian3	145000		
迹	tɕiaʔ7	jiak6	ji4	白			120000		
席	tɕʰiaʔ8	qiak7	xi2	白			100000		
逆	ȵiaʔ7	niak6	ni4	白			100000		
𠚳	kʰuaʔ7	kuak6	kuo4	白			100000		
笃	tɔʔ8	dok7	du3	白			100000		
弱	lɔʔ7	lok6	ruo4	赣			125000		新1
箬	lɔʔ7	lok6	ruo4	文			100000		
乐	ŋɔʔ7	ngok6	le4	白			180000		
弱	ȵiɔʔ7	niok6	ruo4	赣			125000		老1
箬	ȵiɔʔ7	niok6	ruo4	白			100000		
乐	iɔʔ7	yok6	le4	文			160000		
伏	pʰuʔ8	puk7	fu2	白			120000		
伏	fuʔ8	fuk7	fu2	文			120000		
玉	ȵiuʔ7	niuk6	yu4	赣			125000		新1
续	ɕiuʔ8	xiuk7	xu4	赣			150000		
确	tɕʰyot7	qyuot6	que4	赣			170000		新1
声	sɨn1	sen1	sheng1	文			370000		
玩	2	ngon5	wan2	白			370000		
墨	mɛt7	met6	mo4	白			120000		
研	ȵiɛn5	nien4	yan2	赣			256796		
舒	su1	su1	shu1	赣			125000		新1
暑	su3	su3	shu3	赣			130000		新1
掺	tsʰan1	can1	can4	赣			151674		
美		mei3	mei3	赣			135000		新1
每		mei3	mei3	赣			350000		新1
梅		mei4	mei2	赣			100000		新1
溪	ɕi1	xi1	xi1	赣			125000		新1
恕	su5	su4	shu4	赣			100000		新1
抒	su1	su1	shu1	赣			100000		新1
墅	su6	su5	shu4	赣			100000		新1
庶	su5	su4	shu4	赣			100000		新1
鼠	su3	su3	shu3	赣			100000		新1
曙	su6	su5	shu3	赣			100000		新1
争	tsaŋ1	zang1	zheng1	白			270000		
争	tsɛn1	zen1	zheng1	文			270000		
咯	lɛu0	leu0	ge1	赣			276302		
数	sɿ0	si0	shu4	赣			290000		
脱	tʰot7	tot6	tuo1	赣			150000		
伢	ŋa0	nga0	ya2	赣			125000		
略	lyuot7	lyuot6	lve4	赣			115000		新1
周	tɕiu1	jiu1	zhou1	赣			350000		又1
昼	tɕiu5	jiu4	zhou4	赣			155000		
粒	lit7	lit6	li4	赣			100000		新1
成	tsʰɨn2	cen2	cheng2	文			416686		
掟	tiaŋ5	diang4	zheng3	赣			151526	扔	
轻	tɕʰin1	qin1	qing1	文			145000		
轻	tɕʰiaŋ1	qiang1	qing1	白			145000		
抽	tɕʰiu1	qiu1	chou1	赣			180459		又1
泪	lei6	lei5		赣			130000		新1
捼	lei5	lei4		赣			10002		
雷	lei5	lei4		文			145000		新1
仁	lɨn5	len4	ren2	文			145000		
忍	lɨn3	len3	ren3	文			170000		
呀	ia5	ya4	ya5	赣			375300		
哩	li0	li0	li1	赣			305000		
到	tau0	dau0	dao4	赣			350000		
洌		lie5	lie4	赣			125000		
细	ɕi0	xi0	xi4	赣			150000		
并	pʰin6	pin5	bing4	赣			415230		
啊	a0	a0	a5	赣			350000		
诶		e1	ei2	赣			156897		
欸		e1	ai1	赣			178946		
撑	tsʰaŋ5	cang4	cheng1	赣			175000		
姆	m1	m1	mu3	赣			125000		
喔	uo1	wo1	o1	赣			265698		新1
零	liaŋ5	liang4	ling2	白			239000		
零	lin5	lin4	ling2	文			230000		
舍	sa0	sa0	she3	赣			205000		
虑	ly6	lyu5	lv4	赣			125000		新1
给		gei3	gei3	赣			350000		新1
渠	tɕʰy2	qyu2	qu2	文			350000		
灵	lin0	lin0	ling2	赣			150000		
井	tɕiaŋ3	jiang3	jing3	白			155000		
井	tɕin3	jin3	jing3	文			155000		
惊	tɕiaŋ1	jiang1	jing1	白			145000		
晴	tɕʰiaŋ2	qiang2	qing2	白			145000		
清	tɕʰiaŋ1	qiang1	qing1	白			325000		
真	tsɨn1	zen1	zhen1	文			250000		
睛	tɕin1	jin1	jing1	文			145000		
精	tɕiaŋ1	jiang1	jing1	白			170000		
请	tɕʰiaŋ3	qiang3	qing3	白			370000		
吥	pɨt7	bet6	bu4	赣			140200	掉/完	
握	uot7	wot6	wo4	赣			175000		新1
渥	uot7	wot6	wo4	赣			125000		新1
密	mit7	mit6	mi4	赣			100000		新1
宾	pin1	bin1	bin1	赣			175000		
冰	pin1	bin1	bing1	赣			150000		
箇	kon3	gon3	ge4	赣			392798		
许	hɛn3	hen3	xu3	赣			350000		
掯	kʰiɛn3	kien3	ken4	赣			126542	拿/握	
拓	tʰot7	tot6	tuo4	赣			100000		新1
㿹	tʰat7	tat6	ta4	赣			100000		
灒	tsan5	zan4	zan4	赣			132000	灒	
串	tsʰon2	con2	chuan4	赣			240000		新1
涿	tsɔʔ7	zok6	zhuo1	赣			150000		
嘁	tɕʰit7	qit6	qi1	赣			175000		
窣	sot7	sot6	su1	赣			100000		
抹	mat7	mat6	mo3	赣			146366		
手	ɕiu3	xiu3	shou3	赣			150000		又1
收	ɕiu1	xiu1	shou1	赣			105000		又1
弟	tʰi0	ti0	di4	赣			100000		
屋	ut7	wut6	wu1	赣			115000		
阿	ŋa0	nga0	a1	赣			145000		
妈	ma0	ma0	ma1	赣			145000		
哥	ko0	go0	ge1	赣			145000		
婆	pʰo0	po0	po2	赣			140000		
姐	tɕia0	jia0	jie3	赣			145000		
爸	paʔ0	bak0	ba4	赣			120000		
公	kuŋ0	gung0	gong1	赣			290000		
舅	tɕʰiu0	qiu0	jiu4	赣			120000		
日	ȵit7	nit6	ri4	白			370000		
断	ton5	don4	duan4	赣			135000		
断	ton3	don3	duan4	赣	拦截	lan2 jie2	191320	短	
尚	sɔŋ0	song0	shang4	赣			120000		
气	tɕʰi0	qi0	qi4	赣			180000		
辑	tɕʰit0	qit0	ji2	赣			200000		
辑	tɕit7	jit6	ji2	赣			140000		新1
参	sɨn1	sen1	shen1	赣			125620		
肏	tsʰɔʔ7	cok6	cao4	赣			100000		
轮	lun5	lun4	lun2	赣			150000		新1
沦	lun5	lun4	lun2	赣			100000		新1
抡	lun5	lun4	lun1	赣			110000		新1
仑	lun5	lun4	lun2	赣			110000		
却	tɕʰyot7	qyuot6	que4	赣			130000		新1
雀	tɕʰyot7	qyuot6	que4	赣			120000		新1
鹊	tɕʰyot7	qyuot6	que4	赣			110000		新1
噱	ɕyot7	xyuot6	jue2	赣			110000		新1
偿	tsʰɔŋ2	cong2	chang2	赣			105000		新1
突	tʰuk7	tuk6	tu1	赣			125000		新1
忽	fuʔ7	fuk6	hu1	赣			125000		新1
佛	fɔʔ7	fok6	fu2	赣			110000		新1
或	fɔʔ7	fok6	huo4	赣			115000		新1
还	hai2	hai2	hai2	赣			206230		又2
横	hɛn2	hen2	heng2	赣			215401		新1
寂	tɕit7	jit6	ji4	赣			100000		新1
缉	tɕit7	jit6	ji1	赣			105000		新1
疾	tɕit7	jit6	ji2	赣			100000		新1
嫉	tɕi5	ji4	ji2	赣			100000		新1
闲	ɕiɛn5	xien4	xian2	赣			142000		新1
衔	ɕiɛn5	xien4	xian2	赣			153000		新1
咸	ɕiɛn5	xien4	xian2	赣			100000		新1
限	ɕiɛn6	xien5	xian4	赣			105000		新1
馅	ɕiɛn5	xien4	xian4	赣			105000		新1
陷	ɕiɛn6	xien5	xian4	赣			100000		新1
娴	ɕiɛn5	xien4	xian2	赣			100000		新1
痫	ɕiɛn5	xien4	xian2	赣			100000		新1
臭	tɕʰiu3	qiu3	chou4	赣			125000		又1
仇	tɕʰiu2	qiu2	chou2	赣			115000		又1
寿	ɕiu6	xiu5	shou4	赣			105000		又1
兽	ɕiu1	xiu1	shou4	赣			120000		又1
绸	tɕʰiu2	qiu2	chou2	赣			105000		又1
肃	suʔ7	suk6	su4	赣			105000		新1
宿	suʔ7	suk6	su4	赣			105000		新1
夙	suʔ6	suk5	su4	赣			100000		新1
蓄	ɕyt7	xyut6	xu4	赣			100000		新1
州	tɕiu1	jiu1	zhou1	赣			125000		又1
帚	tɕiu3	jiu3	zhou3	赣			110000		又1
洲	tɕiu1	jiu1	zhou1	赣			110000		又1
净	tɕʰin0	qin0	jing4	赣			186934		
鉴	tɕien5	jien4	jian4	赣			100000		又1
达	tat7	dat6	da2	赣			115000		新1
城	tsʰɨn2	cen2	cheng2	文			170000		
概	kai5	gai4	gai4	赣			145000		新1
卧	uo6	wo5	wo4	赣			157640		本1
盯	tiaŋ1	diang1	ding1	白			150204		
局	tɕyt7	jyut6	ju2	赣			105000		新1
盯	tin1	din1	ding1	文			135000		
迎	in5	yin4	ying2	赣			100000		新1
