本词	国际音标	方言拼音	汉语拼音	词汇属性	对应官话词	官话拼音	词频	同义词	新旧标记
第三十一回	tʰi6 san1 ɕit8 it7 fɨi5	ti5 san1 xit7 yit6 fei4	di4 san1 shi2 yi1 hui2	白			10		
第三十二回	tʰi6 san1 ɕit8 ɵ6 fɨi5	ti5 san1 xit7 o5 fei4	di4 san1 shi2 er4 hui2	白			10		
第三十五回	tʰi6 san1 ɕit8 ŋ̍3 fɨi5	ti5 san1 xit7 ng3 fei4	di4 san1 shi2 wu3 hui2	白			10		
第三十八回	tʰi6 san1 ɕit8 pat7 fɨi5	ti5 san1 xit7 bat6 fei4	di4 san1 shi2 ba1 hui2	白			10		
第三十六回	tʰi6 san1 ɕit8 liuʔ7 fɨi5	ti5 san1 xit7 liuk6 fei4	di4 san1 shi2 liu4 hui2	白			10		
第二十九回	tʰi6 ɵ6 ɕit8 tɕiu3 fɨi5	ti5 o5 xit7 jiu3 fei4	di4 er4 shi2 jiu3 hui2	白			10		
第五十四章	tʰi6 ŋ̍3 ɕit8 sɿ5 tsɔŋ1	ti5 ng3 xit7 si4 zong1	di4 wu3 shi2 si4 zhang1	白			10		
第一十一个	tʰi6 it7 ɕit8 it7 ko5	ti5 yit6 xit7 yit6 go4	di4 yi1 shi2 yi2 ge4	白	第十一个	di4 shi2 yi2 ge4	10		
第四十七	tʰi6 sɿ5 ɕit8 tɕʰit7	ti5 si4 xit7 qit6	di4 si4 shi2 qi1	白			10		
第四十二	tʰi6 sɿ5 ɕit8 ɵ6	ti5 si4 xit7 o5	di4 si4 shi2 er4	白			10		
第四十八届	tʰi6 sɿ5 ɕit8 pat7 kai5	ti5 si4 xit7 bat6 gai4	di4 si4 shi2 ba1 jie4	白			10		
运十二	yn6 sɨt8 ɵ6	yun5 set7 o5	yun4 shi2 er4	文			10		
一个一十二三岁	it7 ko5 it7 ɕit8 ɵ6 san1 sui5	yit6 go4 yit6 xit7 o5 san1 sui4	yi2 ge4 yi1 shi2 er4 san1 sui4	白	一个十二三岁	yi2 ge4 shi2 er4 san1 sui4	9		
一个一十五六岁	it7 ko5 it7 ɕit8 ŋ̍3 liuʔ7 sui5	yit6 go4 yit6 xit7 ng3 liuk6 sui4	yi2 ge4 yi1 shi2 wu3 liu4 sui4	白	一个十五六岁	yi2 ge4 shi2 wu3 liu4 sui4	9		
一个一十四五岁	it7 ko5 it7 ɕit8 sɿ5 ŋ̍3 sui5	yit6 go4 yit6 xit7 si4 ng3 sui4	yi2 ge4 yi1 shi2 si4 wu3 sui4	白	一个十四五岁	yi2 ge4 shi2 si4 wu3 sui4	9		
一十七	it7 ɕit8 tɕʰit7	yit6 xit7 qit6	yi1 shi2 qi1	白			15009		
一十二	it7 ɕit8 ɵ6	yit6 xit7 o5	yi1 shi2 er4	白			9		
一十八名	it7 ɕit8 pat7 miᴀŋ5	yit6 xit7 bat6 miang4	yi1 shi2 ba1 ming2	白	十八名		9		
一十八岁	it7 ɕit8 pat7 sui5	yit6 xit7 bat6 sui4	yi1 shi2 ba1 sui4	白	十八岁		9		
一十四个	it7 ɕit8 sɿ5 ko5	yit6 xit7 si4 go4	yi1 shi2 si4 ge4	白	十四个		9		
一百一十	it7 paʔ7 it7 ɕit8	yit6 bak6 yit6 xit7	yi4 bai3 yi1 shi2	白			9		
一百二十里	it7 paʔ7 ɵ6 ɕit8 li3	yit6 bak6 o5 xit7 li3	yi4 bai3 er4 shi2 li3	白			9		
一百日	it7 paʔ7 ȵit7	yit6 bak6 nit6	yi4 bai3 ri4	白	一百天		9		
丁日昌	tiaŋ1 lɛt7 tsʰɔŋ1	diang1 let6 cong1	ding1 ri4 chang1	文			9		
七十二变	tɕʰit7 ɕit8 ɵ6 piɛn5	qit6 xit7 o5 bien4	qi1 shi2 er4 bian4	白			9		
七十八	tɕʰit7 ɕit8 pat7	qit6 xit7 bat6	qi1 shi2 ba1	白			9		
三十丈	san1 ɕit8 tsʰɔŋ6	san1 xit7 cong5	san1 shi2 zhang4	白			9		
三十六员	san1 ɕit8 liuʔ7 yon5	san1 xit7 liuk6 yuon4	san1 shi2 liu4 yuan2	白			9		
三百八十万两	san1 paʔ7 pat7 ɕit8 uan6 liɔŋ3	san1 bak6 bat6 xit7 wan5 liong3	san1 bai3 ba1 shi2 wan4 liang3	白			9		
二三日	ɵ6 san1 ȵit7	o5 san1 nit6	er4 san1 ri4	白			9		
二十万元	ɵ6 ɕit8 uan6 ȵyon5	o5 xit7 wan5 nyuon4	er4 shi2 wan4 yuan2	白			9		
二十万套	ɵ6 ɕit8 uan6 tʰau3	o5 xit7 wan5 tau3	er4 shi2 wan4 tao4	白			9		
二十二万	ɵ6 ɕit8 ɵ6 uan6	o5 xit7 o5 wan5	er4 shi2 er4 wan4	白			9		
二十二三岁	ɵ6 ɕit8 ɵ6 san1 sui5	o5 xit7 o5 san1 sui4	er4 shi2 er4 san1 sui4	白			9		
二十余种	ɵ6 ɕit8 y5 tsuŋ3	o5 xit7 yu4 zung3	er4 shi2 yu2 zhong3	白			9		
二十分	ɵ6 ɕit8 fɨn1	o5 xit7 fen1	er4 shi2 fen1	白			9		
二十四五岁	ɵ6 ɕit8 sɿ5 ŋ̍3 sui5	o5 xit7 si4 ng3 sui4	er4 shi2 si4 wu3 sui4	白			9		
二十多米	ɵ6 ɕit8 to1 mi3	o5 xit7 do1 mi3	er4 shi2 duo1 mi3	白			9		
二十头	ɵ6 ɕit8 tʰɛu2	o5 xit7 teu2	er4 shi2 tou2	白			9		
二千名	ɵ6 tɕʰiɛn1 miᴀŋ5	o5 qien1 miang4	er4 qian1 ming2	白			9		
五六日	ŋ̍3 liuʔ7 ȵit7	ng3 liuk6 nit6	wu3 liu4 ri4	白	五六天		9		
五十余万	ŋ̍3 ɕit8 y5 uan6	ng3 xit7 yu4 wan5	wu3 shi2 yu2 wan4	白			9		
五十公里	ŋ̍3 ɕit8 kuŋ1 li3	ng3 xit7 gung1 li3	wu3 shi2 gong1 li3	白			9		
五十多个	ŋ̍3 ɕit8 to1 ko5	ng3 xit7 do1 go4	wu3 shi2 duo1 ge4	白			9		
五十多只	ŋ̍3 ɕit8 to1 tsɿʔ7	ng3 xit7 do1 zik6	wu3 shi2 duo1 zhi3	白			9		
克卢日	kʰiɛt7 lu5 lɛt7	kiet6 lu4 let6	ke4 lu2 ri4	文			9		
八十两	pat7 ɕit8 liɔŋ3	bat6 xit7 liong3	ba1 shi2 liang3	白			9		
六七日	liuʔ7 tɕʰit7 ȵit7	liuk6 qit6 nit6	liu4 qi1 ri4	白	六七天		9		
六十卷	liuʔ7 ɕit8 tɕyon5	liuk6 xit7 jyuon4	liu4 shi2 juan3	白			9		
六十四岁	liuʔ7 ɕit8 sɿ5 sui5	liuk6 xit7 si4 sui4	liu4 shi2 si4 sui4	白			9		
几万名	tɕi3 uan6 miᴀŋ5	ji3 wan5 miang4	ji3 wan4 ming2	白			9		
几十万年	tɕi3 ɕit8 uan6 ȵiɛn5	ji3 xit7 wan5 nien4	ji3 shi2 wan4 nian2	白			9		
几十分	tɕi3 ɕit8 fɨn1	ji3 xit7 fen1	ji3 shi2 fen1	白			9		
几十分之一	tɕi3 ɕit8 fɨn1 tsɿ1 it7	ji3 xit7 fen1 zi1 yit6	ji3 shi2 fen1 zhi1 yi1	白			9		
几十枚	tɕi3 ɕit8 mi5	ji3 xit7 mi4	ji3 shi2 mei2	白			9		
几十间	tɕi3 ɕit8 kan1	ji3 xit7 gan1	ji3 shi2 jian1	白			9		
一十一点多	it7 ɕit8 it7 tiɛn3 to1	yit6 xit7 yit6 dien3 do1	yi1 shi2 yi4 dian3 duo1	白	十一点多	shi2 yi4 dian3 duo1	9		
一十七卷	it7 ɕit8 tɕʰit7 tɕyon5	yit6 xit7 qit6 jyuon4	yi1 shi2 qi1 juan3	白	十七卷	shi2 qi1 juan3	9		
一十七号	it7 ɕit8 tɕʰit7 hau6	yit6 xit7 qit6 hau5	yi1 shi2 qi1 hao4	白	十七号	shi2 qi1 hao4	9		
十万块	ɕit8 uan6 kʰuai3	xit7 wan5 kuai3	shi2 wan4 kuai4	白			9		
十万左右	ɕit8 uan6 tso3 iu6	xit7 wan5 zo3 yiu5	shi2 wan4 zuo3 you4	白			9		
十万户	ɕit8 uan6 fu6	xit7 wan5 fu5	shi2 wan4 hu4	白			9		
一十二元	it7 ɕit8 ɵ6 ȵyon5	yit6 xit7 o5 nyuon4	yi1 shi2 er4 yuan2	白	十二元	shi2 er4 yuan2	9		
一十二家	it7 ɕit8 ɵ6 ka1	yit6 xit7 o5 ga1	yi1 shi2 er4 jia1	白	十二家	shi2 er4 jia1	9		
一十五万两	it7 ɕit8 ŋ̍3 uan6 liɔŋ3	yit6 xit7 ng3 wan5 liong3	yi1 shi2 wu3 wan4 liang3	白	十五万两	shi2 wu3 wan4 liang3	9		
十份	ɕit8 fɨn6	xit7 fen5	shi2 fen4	白			9		
一十余下	it7 ɕit8 y5 ha6	yit6 xit7 yu4 ha5	yi1 shi2 yu2 xia4	白	十余下	shi2 yu2 xia4	9		
一十六尊	it7 ɕit8 liuʔ7 tsun1	yit6 xit7 liuk6 zun1	yi1 shi2 liu4 zun1	白	十六尊	shi2 liu4 zun1	9		
一十六铺	it7 ɕit8 liuʔ7 pʰu1	yit6 xit7 liuk6 pu1	yi1 shi2 liu4 pu4	白	十六铺	shi2 liu4 pu4	9		
十具	ɕit8 tɕʰy6	xit7 qyu5	shi2 ju4	白			9		
一十几亿	it7 ɕit8 tɕi3 i5	yit6 xit7 ji3 yi4	yi1 shi2 ji3 yi4	白	十几亿	shi2 ji3 yi4	9		
一十几份	it7 ɕit8 tɕi3 fɨn6	yit6 xit7 ji3 fen5	yi1 shi2 ji3 fen4	白	十几份	shi2 ji3 fen4	9		
一十几所	it7 ɕit8 tɕi3 so3	yit6 xit7 ji3 so3	yi1 shi2 ji3 suo3	白	十几所	shi2 ji3 suo3	9		
一十几棵	it7 ɕit8 tɕi3 kʰuo1	yit6 xit7 ji3 kuo1	yi1 shi2 ji3 ke1	白	十几棵	shi2 ji3 ke1	9		
一十几秒	it7 ɕit8 tɕi3 miɛu3	yit6 xit7 ji3 mieu3	yi1 shi2 ji3 miao3	白	十几秒	shi2 ji3 miao3	9		
一十几门	it7 ɕit8 tɕi3 mɨn5	yit6 xit7 ji3 men4	yi1 shi2 ji3 men2	白	十几门	shi2 ji3 men2	9		
十号	ɕit8 hau6	xit7 hau5	shi2 hao4	白			9		
一十多条	it7 ɕit8 to1 tʰiɛu2	yit6 xit7 do1 tieu2	yi1 shi2 duo1 tiao2	白	十多条	shi2 duo1 tiao2	9		
十指连心	ɕit8 tsɿ3 liɛn5 ɕin1	xit7 zi3 lien4 xin1	shi2 zhi3 lian2 xin1	白			9		
十枚	ɕit8 mi5	xit7 mi4	shi2 mei2	白			9		
十车	ɕit8 tsʰa1	xit7 ca1	shi2 che1	白			9		
十里洋场	ɕit8 li3 iɔŋ5 tsʰɔŋ2	xit7 li3 yong4 cong2	shi2 li3 yang2 chang3	白			9		
卢日支	lu5 lɛt7 tsɿ1	lu4 let6 zi1	lu2 ri4 zhi1	文			9		
吉日良辰	tɕit7 lɛt7 liɔŋ5 sɨn5	jit6 let6 liong4 sen4	ji2 ri4 liang2 chen2	文			9		
四十九日	sɿ5 ɕit8 tɕiu3 ȵit7	si4 xit7 jiu3 nit6	si4 shi2 jiu3 ri4	白	四十九天		9		
四十五分	sɿ5 ɕit8 ŋ̍3 fɨn1	si4 xit7 ng3 fen1	si4 shi2 wu3 fen1	白			9		
四十四个	sɿ5 ɕit8 sɿ5 ko5	si4 xit7 si4 go4	si4 shi2 si4 ge4	白			9		
四十左右	sɿ5 ɕit8 tso3 iu6	si4 xit7 zo3 yiu5	si4 shi2 zuo3 you4	白			9		
四十斤	sɿ5 ɕit8 tɕin1	si4 xit7 jin1	si4 shi2 jin1	白			9		
四十日	sɿ5 ɕit8 ȵit7	si4 xit7 nit6	si4 shi2 ri4	白	四十天		9		
国无宁日	kuɛt7 u5 lin5 lɛt7	guet6 wu4 lin4 let6	guo2 wu2 ning2 ri4	文			9		
尼日利亚政府	ȵi5 lɛt7 li6 ŋa3 tsɨn5 fu3	ni4 let6 li5 nga3 zen4 fu3	ni2 ri4 li4 ya4 zheng4 fu3	文			9		
日本大学	lɛt7 pɨn3 tʰai6 hoʔ7	let6 ben3 tai5 hok6	ri4 ben3 da4 xue2	文			9		
日本式	lɛt7 pɨn3 sɿʔ7	let6 ben3 sik6	ri4 ben3 shi4	文			9		
百余日	paʔ7 y5 lɛt7	bak6 yu4 let6	bai3 yu2 ri4	文			9		
百分之八九十	paʔ7 fɨn1 tsɿ1 pat7 tɕiu3 ɕit8	bak6 fen1 zi1 bat6 jiu3 xit7	bai3 fen1 zhi1 ba1 jiu3 shi2	白			9		
百分之一十二	paʔ7 fɨn1 tsɿ1 it7 ɕit8 ɵ6	bak6 fen1 zi1 yit6 xit7 o5	bai3 fen1 zhi1 yi1 shi2 er4	白	百分之十二	bai3 fen1 zhi1 shi2 er4	9		
百分之一十几	paʔ7 fɨn1 tsɿ1 it7 ɕit8 tɕi3	bak6 fen1 zi1 yit6 xit7 ji3	bai3 fen1 zhi1 yi1 shi2 ji3	白	百分之十几	bai3 fen1 zhi1 shi2 ji3	9		
第三十七回	tʰi6 san1 ɕit8 tɕʰit7 fɨi5	ti5 san1 xit7 qit6 fei4	di4 san1 shi2 qi1 hui2	白			9		
第三十三回	tʰi6 san1 ɕit8 san1 fɨi5	ti5 san1 xit7 san1 fei4	di4 san1 shi2 san1 hui2	白			9		
第三十三条	tʰi6 san1 ɕit8 san1 tʰiɛu2	ti5 san1 xit7 san1 tieu2	di4 san1 shi2 san1 tiao2	白			9		
第三十四回	tʰi6 san1 ɕit8 sɿ5 fɨi5	ti5 san1 xit7 si4 fei4	di4 san1 shi2 si4 hui2	白			9		
第三十四条	tʰi6 san1 ɕit8 sɿ5 tʰiɛu2	ti5 san1 xit7 si4 tieu2	di4 san1 shi2 si4 tiao2	白			9		
第二十九届	tʰi6 ɵ6 ɕit8 tɕiu3 kai5	ti5 o5 xit7 jiu3 gai4	di4 er4 shi2 jiu3 jie4	白			9		
第五十一	tʰi6 ŋ̍3 ɕit8 it7	ti5 ng3 xit7 yit6	di4 wu3 shi2 yi1	白			9		
第十代	tʰi6 ɕit8 tʰai6	ti5 xit7 tai5	di4 shi2 dai4	白			9		
非一日之寒	fɨi1 it7 lɛt7 tsɿ1 hon2	fei1 yit6 let6 zi1 hon2	fei1 yi1 ri4 zhi1 han2	文			9		
首日封	seu3 lɛt7 fuŋ1	seu3 let6 fung1	shou3 ri4 feng1	文			9		
一两名	it7 liɔŋ3 miᴀŋ5	yit6 liong3 miang4	yi1 liang3 ming2	白			8		
一个一十七八岁	it7 ko5 it7 ɕit8 tɕʰit7 pat7 sui5	yit6 go4 yit6 xit7 qit6 bat6 sui4	yi2 ge4 yi1 shi2 qi1 ba1 sui4	白	一个十七八岁	yi2 ge4 shi2 qi1 ba1 sui4	8		
一个一十五岁	it7 ko5 it7 ɕit8 ŋ̍3 sui5	yit6 go4 yit6 xit7 ng3 sui4	yi2 ge4 yi1 shi2 wu3 sui4	白	一个十五岁	yi2 ge4 shi2 wu3 sui4	8		
一二十万	it7 ɵ6 ɕit8 uan6	yit6 o5 xit7 wan5	yi1 er4 shi2 wan4	白			8		
一十五员	it7 ɕit8 ŋ̍3 yon5	yit6 xit7 ng3 yuon4	yi1 shi2 wu3 yuan2	白	十五员		8		
一十八个	it7 ɕit8 pat7 ko5	yit6 xit7 bat6 go4	yi1 shi2 ba1 ge4	白	十八个		8		
一日不见	it7 lɛt7 pet7 tɕiɛn5	yit6 let6 bet6 jien4	yi1 ri4 bu2 jian4	文			8		
一日日	it7 ȵit7 ȵit7	yit6 nit6 nit6	yi1 ri4 ri4	白	一天天		8		
一百三十卷	it7 paʔ7 san1 ɕit8 tɕyon5	yit6 bak6 san1 xit7 jyuon4	yi4 bai3 san1 shi2 juan3	白			8		
一百二十年	it7 paʔ7 ɵ6 ɕit8 ȵiɛn5	yit6 bak6 o5 xit7 nien4	yi4 bai3 er4 shi2 nian2	白			8		
一百二十毫米	it7 paʔ7 ɵ6 ɕit8 hau2 mi3	yit6 bak6 o5 xit7 hau2 mi3	yi4 bai3 er4 shi2 hao2 mi3	白			8		
一百八十	it7 paʔ7 pat7 ɕit8	yit6 bak6 bat6 xit7	yi4 bai3 ba1 shi2	白			8		
一百六十	it7 paʔ7 liuʔ7 ɕit8	yit6 bak6 liuk6 xit7	yi4 bai3 liu4 shi2	白			8		
七七四十九日	tɕʰit7 tɕʰit7 sɿ5 ɕit8 tɕiu3 ȵit7	qit6 qit6 si4 xit7 jiu3 nit6	qi1 qi1 si4 shi2 jiu3 ri4	白			8		
七八十摄氏度	tɕʰit7 pat7 ɕit8 set7 sɿ6 tʰu6	qit6 bat6 xit7 set6 si5 tu5	qi1 ba1 shi2 she4 shi4 du4	白			8		
七十一岁	tɕʰit7 ɕit8 it7 sui5	qit6 xit7 yit6 sui4	qi1 shi2 yi1 sui4	白			8		
七十二招	tɕʰit7 ɕit8 ɵ6 tsɛu1	qit6 xit7 o5 zeu1	qi1 shi2 er4 zhao1	白			8		
三七二十一	san1 tɕʰit7 ɵ6 ɕit8 it7	san1 qit6 o5 xit7 yit6	san1 qi1 er4 shi2 yi1	白			8		
三十三篇	san1 ɕit8 san1 pʰiɛn1	san1 xit7 san1 pien1	san1 shi2 san1 pian1	白			8		
三十五万	san1 ɕit8 ŋ̍3 uan6	san1 xit7 ng3 wan5	san1 shi2 wu3 wan4	白			8		
三十几年	san1 ɕit8 tɕi3 ȵiɛn5	san1 xit7 ji3 nien4	san1 shi2 ji3 nian2	白			8		
三十顷	san1 ɕit8 tɕʰyn3	san1 xit7 qyun3	san1 shi2 qing3	白			8		
三百五十	san1 paʔ7 ŋ̍3 ɕit8	san1 bak6 ng3 xit7	san1 bai3 wu3 shi2	白			8		
世风日下	sɿ5 fuŋ1 lɛt7 ha6	si4 fung1 let6 ha5	shi4 feng1 ri4 xia4	文			8		
九十六岁	tɕiu3 ɕit8 liuʔ7 sui5	jiu3 xit7 liuk6 sui4	jiu3 shi2 liu4 sui4	白			8		
二十一世纪出版社	ɵ6 ɕit8 it7 sɿ5 tɕi5 tsʰuʔ7 pan3 sa6	o5 xit7 yit6 si4 ji4 cuk6 ban3 sa5	er4 shi2 yi1 shi4 ji4 chu1 ban3 she4	白			8		
二十一分	ɵ6 ɕit8 it7 fɨn1	o5 xit7 yit6 fen1	er4 shi2 yi1 fen1	白			8		
二十万两匹	ɵ6 ɕit8 uan6 liɔŋ3 pʰi2	o5 xit7 wan5 liong3 pi2	er4 shi2 wan4 liang3 pi3	白			8		
二十九名	ɵ6 ɕit8 tɕiu3 miᴀŋ5	o5 xit7 jiu3 miang4	er4 shi2 jiu3 ming2	白			8		
二十亿	ɵ6 ɕit8 i5	o5 xit7 yi4	er4 shi2 yi4	白			8		
二十八九岁	ɵ6 ɕit8 pat7 tɕiu3 sui5	o5 xit7 bat6 jiu3 sui4	er4 shi2 ba1 jiu3 sui4	白			8		
二十公里	ɵ6 ɕit8 kuŋ1 li3	o5 xit7 gung1 li3	er4 shi2 gong1 li3	白			8		
二十六个	ɵ6 ɕit8 liuʔ7 ko5	o5 xit7 liuk6 go4	er4 shi2 liu4 ge4	白			8		
二十次	ɵ6 ɕit8 tsʰɿ3	o5 xit7 ci3	er4 shi2 ci4	白			8		
二十面	ɵ6 ɕit8 miɛn6	o5 xit7 mien5	er4 shi2 mian4	白			8		
二百七十年	ɵ6 paʔ7 tɕʰit7 ɕit8 ȵiɛn5	o5 bak6 qit6 xit7 nien4	er4 bai3 qi1 shi2 nian2	白			8		
二百五十	ɵ6 paʔ7 ŋ̍3 ɕit8	o5 bak6 ng3 xit7	er4 bai3 wu3 shi2	白			8		
二百四十六道	ɵ6 paʔ7 sɿ5 ɕit8 liuʔ7 tʰau6	o5 bak6 si4 xit7 liuk6 tau5	er4 bai3 si4 shi2 liu4 dao4	白			8		
五十七岁	ŋ̍3 ɕit8 tɕʰit7 sui5	ng3 xit7 qit6 sui4	wu3 shi2 qi1 sui4	白			8		
五十九岁	ŋ̍3 ɕit8 tɕiu3 sui5	ng3 xit7 jiu3 sui4	wu3 shi2 jiu3 sui4	白			8		
五十六个	ŋ̍3 ɕit8 liuʔ7 ko5	ng3 xit7 liuk6 go4	wu3 shi2 liu4 ge4	白			8		
五十多名	ŋ̍3 ɕit8 to1 min5	ng3 xit7 do1 min4	wu3 shi2 duo1 ming2	白			8		
五十招	ŋ̍3 ɕit8 tsɛu1	ng3 xit7 zeu1	wu3 shi2 zhao1	白			8		
五十辆	ŋ̍3 ɕit8 liɔŋ3	ng3 xit7 liong3	wu3 shi2 liang4	白			8		
人情冷暖	lɨn5 tɕʰin2 laŋ3 lon3	len4 qin2 lang3 lon3	ren2 qing2 leng3 nuan3	文			8		
值日生	tsʰət7 lɛt7 sɛn1	cet6 let6 sen1	zhi2 ri4 sheng1	文			8		
八八六十四	pat7 pat7 liuʔ7 ɕit8 sɿ5	bat6 bat6 liuk6 xit7 si4	ba1 ba1 liu4 shi2 si4	白			8		
八十九	pat7 ɕit8 tɕiu3	bat6 xit7 jiu3	ba1 shi2 jiu3	白			8		
八十卷	pat7 ɕit8 tɕyon5	bat6 xit7 jyuon4	ba1 shi2 juan3	白			8		
八十回	pat7 ɕit8 fɨi5	bat6 xit7 fei4	ba1 shi2 hui2	白			8		
八十道	pat7 ɕit8 tʰau6	bat6 xit7 tau5	ba1 shi2 dao4	白			8		
六十九岁	liuʔ7 ɕit8 tɕiu3 sui5	liuk6 xit7 jiu3 sui4	liu4 shi2 jiu3 sui4	白			8		
六十周年	liuʔ7 ɕit8 tsɛu1 ȵiɛn5	liuk6 xit7 zeu1 nien4	liu4 shi2 zhou1 nian2	白			8		
几十亿年	tɕi3 ɕit8 i5 ȵiɛn5	ji3 xit7 yi4 nien4	ji3 shi2 yi4 nian2	白			8		
几十头	tɕi3 ɕit8 tʰɛu2	ji3 xit7 teu2	ji3 shi2 tou2	白			8		
几十所	tɕi3 ɕit8 so3	ji3 xit7 so3	ji3 shi2 suo3	白			8		
几十架	tɕi3 ɕit8 ka5	ji3 xit7 ga4	ji3 shi2 jia4	白			8		
几十艘	tɕi3 ɕit8 sau1	ji3 xit7 sau1	ji3 shi2 sou1	白			8		
几十道	tɕi3 ɕit8 tʰau6	ji3 xit7 tau5	ji3 shi2 dao4	白			8		
几十门	tɕi3 ɕit8 mɨn5	ji3 xit7 men4	ji3 shi2 men2	白			8		
十七届	sɨt8 tɕʰit7 kai5	set7 qit6 gai4	shi2 qi1 jie4	文			8		
一十七次	it7 ɕit8 tɕʰit7 tsʰɿ3	yit6 xit7 qit6 ci3	yi1 shi2 qi1 ci4	白	十七次	shi2 qi1 ci4	8		
十三一	sɨt8 san1 it7	set7 san1 yit6	shi2 san1 yi1	文			8		
一十三名	it7 ɕit8 san1 miᴀŋ5	yit6 xit7 san1 miang4	yi1 shi2 san1 ming2	白	十三名	shi2 san1 ming2	8		
一十三种	it7 ɕit8 san1 tsuŋ3	yit6 xit7 san1 zung3	yi1 shi2 san1 zhong3	白	十三种	shi2 san1 zhong3	8		
一十三载	it7 ɕit8 san1 tsai0	yit6 xit7 san1 zai0	yi1 shi2 san1 zai4	白	十三载	shi2 san1 zai4	8		
一十三部	it7 ɕit8 san1 pʰu6	yit6 xit7 san1 pu5	yi1 shi2 san1 bu4	白	十三部	shi2 san1 bu4	8		
一十二万分	it7 ɕit8 ɵ6 uan6 fɨn1	yit6 xit7 o5 wan5 fen1	yi1 shi2 er4 wan4 fen1	白	十二万分	shi2 er4 wan4 fen1	8		
一十二处	it7 ɕit8 ɵ6 tsʰu3	yit6 xit7 o5 cu3	yi1 shi2 er4 chu4	白	十二处	shi2 er4 chu4	8		
一十余块	it7 ɕit8 y5 kʰuai3	yit6 xit7 yu4 kuai3	yi1 shi2 yu2 kuai4	白	十余块	shi2 yu2 kuai4	8		
一十余处	it7 ɕit8 y5 tsʰu3	yit6 xit7 yu4 cu3	yi1 shi2 yu2 chu4	白	十余处	shi2 yu2 chu4	8		
一十余张	it7 ɕit8 y5 tsɔŋ1	yit6 xit7 yu4 zong1	yi1 shi2 yu2 zhang1	白	十余张	shi2 yu2 zhang1	8		
一十八尊	it7 ɕit8 pat7 tsun1	yit6 xit7 bat6 zun1	yi1 shi2 ba1 zun1	白	十八尊	shi2 ba1 zun1	8		
一十八棵	it7 ɕit8 pat7 kʰuo1	yit6 xit7 bat6 kuo1	yi1 shi2 ba1 ke1	白	十八棵	shi2 ba1 ke1	8		
一十六块	it7 ɕit8 liuʔ7 kʰuai3	yit6 xit7 liuk6 kuai3	yi1 shi2 liu4 kuai4	白	十六块	shi2 liu4 kuai4	8		
一十几公里	it7 ɕit8 tɕi3 kuŋ1 li3	yit6 xit7 ji3 gung1 li3	yi1 shi2 ji3 gong1 li3	白	十几公里	shi2 ji3 gong1 li3	8		
一十几厘米	it7 ɕit8 tɕi3 li5 mi3	yit6 xit7 ji3 li4 mi3	yi1 shi2 ji3 li2 mi3	白	十几厘米	shi2 ji3 li2 mi3	8		
一十几间	it7 ɕit8 tɕi3 kan1	yit6 xit7 ji3 gan1	yi1 shi2 ji3 jian1	白	十几间	shi2 ji3 jian1	8		
一十四周岁	it7 ɕit8 sɿ5 tsɛu1 sui5	yit6 xit7 si4 zeu1 sui4	yi1 shi2 si4 zhou1 sui4	白	十四周岁	shi2 si4 zhou1 sui4	8		
一十多万元	it7 ɕit8 to1 uan6 ȵyon5	yit6 xit7 do1 wan5 nyuon4	yi1 shi2 duo1 wan4 yuan2	白	十多万元	shi2 duo1 wan4 yuan2	8		
一十多枚	it7 ɕit8 to1 mi5	yit6 xit7 do1 mi4	yi1 shi2 duo1 mei2	白	十多枚	shi2 duo1 mei2	8		
一十多步	it7 ɕit8 to1 pʰu6	yit6 xit7 do1 pu5	yi1 shi2 duo1 bu4	白	十多步	shi2 duo1 bu4	8		
一十多类	it7 ɕit8 to1 lui6	yit6 xit7 do1 lui5	yi1 shi2 duo1 lei4	白	十多类	shi2 duo1 lei4	8		
十座	ɕit8 tsʰo6	xit7 co5	shi2 zuo4	白			8		
十所	ɕit8 so3	xit7 so3	shi2 suo3	白			8		
十把	ɕit8 pa3	xit7 ba3	shi2 ba3	白			8		
十担	ɕit8 tan3	xit7 dan3	shi2 dan1	白			8		
十秒	ɕit8 miɛu3	xit7 mieu3	shi2 miao3	白			25008		
十章	ɕit8 tsɔŋ1	xit7 zong1	shi2 zhang1	白			8		
四十七岁	sɿ5 ɕit8 tɕʰit7 sui5	si4 xit7 qit6 sui4	si4 shi2 qi1 sui4	白			8		
四十三岁	sɿ5 ɕit8 san1 sui5	si4 xit7 san1 sui4	si4 shi2 san1 sui4	白			8		
四十六个	sɿ5 ɕit8 liuʔ7 ko5	si4 xit7 liuk6 go4	si4 shi2 liu4 ge4	白			8		
四十多万	sɿ5 ɕit8 to1 uan6	si4 xit7 do1 wan5	si4 shi2 duo1 wan4	白			8		
四百九十多条	sɿ5 paʔ7 tɕiu3 ɕit8 to1 tʰiɛu2	si4 bak6 jiu3 xit7 do1 tieu2	si4 bai3 jiu3 shi2 duo1 tiao2	白			8		
四百五十	sɿ5 paʔ7 ŋ̍3 ɕit8	si4 bak6 ng3 xit7	si4 bai3 wu3 shi2	白			8		
多十倍	to1 ɕit8 pʰi5	do1 xit7 pi4	duo1 shi2 bei4	白			8		
好几十个	hau3 tɕi3 ɕit8 ko5	hau3 ji3 xit7 go4	hao3 ji3 shi2 ge4	白			8		
