本词	国际音标	方言拼音	汉语拼音	词汇属性	对应官话词	官话拼音	词频	同义词	新旧标记
扳	pan1	ban1	ban1	赣			120000		
扶	fu5	fu4	fu2	赣			120000		
批	pʰi1	pi1	pi1	赣			120000		
扺	tsɿ3	zi3	zhi3	赣			10130		
扼	ŋiet7	ngiet6	e4	官			109340		
找	tsau3	zau3	zhao3	赣			370000		
承	sɨn5	sen4	cheng2	赣			120000		
承	tsʰən2	cen2	cheng2	赣			120000		
技	tɕʰi6	qi5	ji4	赣			120000		
抃	pʰien6	pien5	bian4	赣			74889		
抄	tsʰau1	cau1	chao1	赣			145000		
抉	tɕyot7	jyuot6	jue2	赣			70957		
抑	it7	yit6	yi4	赣			103709		
抒	ɕy1	xyu1	shu1	赣			101738		老1
抓	tsa1	za1	zhua1	赣			125000		
抔	pʰi1	pi1	pou2	赣			79816		
投	tʰɛu2	teu2	tou2	赣			120000		
抖	tɛu3	deu3	dou3	赣			120000		
抗	kʰɔŋ2	kong2	kang4	赣			120000		
抗	kʰɔŋ3	kong3	kang4	赣			120000		
抚	fu3	fu3	fu3	赣			120000		
抛	pʰau1	pau1	pao1	赣			120000		
抟	tʰon2	ton2	tuan2	赣			75264		
抠	kʰiɛu1	kieu1	kou1	赣			120000		
抡	lɨn5	len4	lun1	赣			116302		老1
抢	tɕʰiɔŋ3	qiong3	qiang3	赣			120000		
护	fu6	fu5	hu4	赣			120000		
报	pau5	bau4	bao4	赣			180000		
抨	pʰen1	pen1	peng1	赣			74006		
抬	tʰai2	tai2	tai2	赣			120000		
抱	pʰau6	pau5	bao4	赣			145000		
抵	ti3	di3	di3	赣			120000		
抹	mot7	mot6	mo3	赣			146366		
抻	tsʰɨn1	cen1	chen1	赣			90000		
押	ŋat7	ngat6	ya1	赣			125000		
抽	tsʰeu1	ceu1	chou1	赣			170000		本1
拂	ɸət7	fet6	fu2	赣			120000		
拃	tsan3	zan3	zha3	赣			73228		
拄	tɕʰy3	qyu3	zhu3	赣			120000		
担	tan3	dan3	dan1	赣			120000		
担	tan1	dan1	dan1	赣			120000		
担	tan5	dan4	dan1	赣			120000		
拆	tsʰaʔ7	cak6	chai1	赣			145000		
拆	tsʰɛt7	cet6	chai1	赣			145000		
拇	ma0	ma0	mu3	赣			170000		
拈	ȵiɛn1	nien1	nian1	赣			133000	搛	
拉	la1	la1	la1	赣			370000		
拊	fu3	fu3	fu3	赣			74265		
拌	pʰon6	pon5	ban4	赣			120000		
拎	lin1	lin1	lin1	赣			100471		
拐	kuai3	guai3	guai3	赣			120000		
拓	tset7	zet6	tuo4	赣			108640		老1
拔	pʰat8	pat7	ba2	赣			120000		
拔	pʰat7	pat6	ba2	赣			120000		
拖	tʰo1	to1	tuo1	赣			170000		
拗	ŋau5	ngau4	ao3	赣			130000		
拘	tɕy1	jyu1	ju1	赣			120000		
拙	tsot7	zot6	zhuo1	赣			120000		
拙	tsuɛt7	zuet6	zhuo1	赣			120000		
拚	pʰon3	pon3	pan4	赣			7500		
招	tsɛu1	zeu1	zhao1	赣			125000		
拜	pai5	bai4	bai4	赣			120000		
拟	ȵi3	ni3	ni3	赣			130000		
拢	luŋ3	lung3	long3	赣			350000		
拣	kan3	gan3	jian3	赣			120000		
拥	iuŋ3	yung3	yong1	赣			120000		
拦	lan5	lan4	lan2	赣			120000		
拧	ȵin3	nin3	ning2	赣			156343		
拨	pot7	bot6	bo1	赣			120000		
择	tsʰɛt7	cet6	ze2	赣			145000		老1
括	kuɔʔ7	guok6	kuo4	赣			106247		老1
拭	sɛt7	set6	shi4	赣			152599		
拮	tɕiet7	jiet6	jie2	赣			71725		
拯	tsɨn3	zen3	zheng3	赣			120000		
拱	kuŋ3	gung3	gong3	赣			120000		
拳	tɕʰyon2	qyuon2	quan2	赣			145000		
拴	son1	son1	shuan1	赣			120000		
拶	tsat7	zat6	za1	赣			18023		
拷	kʰau3	kau3	kao3	赣			120000		
拼	pʰin1	pin1	pin1	赣			120000		
拾	sɨt7	set6	shi2	赣			120000		老1
拿	laʔ7	lak6	na2	赣			370000		
拿	la5	la4	na2	赣			370000		
持	tsʰɿ2	ci2	chi2	赣			125000		
挂	kuɑ5	gua4	gua4	赣			130000		
指	tsɿ3	zi3	zhi3	赣			370000		
指	tsɨt7	zet6	zhi3	赣			375000		
挈	tɕʰiet7	qiet6	qie4	赣			76893		
按	ŋon5	ngon4	an4	赣			370000		
挎	kʰu1	ku1	kua4	赣			108547		
挑	tʰiɛu1	tieu1	tiao1	赣			120000		
挖	ua1	wa1	wa1	赣			135000		
挖	uat7	wat6	wa1	赣			135000		
挚	tsɿ5	zi4	zhi4	赣			102948		
挛	lun2	lun2	luan2	赣			95000		新1
挛	lɨn2	len2	luan2	赣			95000		老1
挞	tʰat7	tat6	ta4	赣			78180		
挠	lau5	lau4	nao2	赣			109311		
挡	tɔŋ3	dong3	dang3	赣			170000		
挢	kʰau3	kau3	jiao3	赣			13109		
挣	tsɛn5	zen4	zheng1	赣			120000		
挥	fɨi1	fei1	hui1	赣			120000		
挦	tɕʰiɛn2	qien2	xian2	赣			90000		
挨	ŋai1	ngai1	ai1	赣			145000		
挨	ŋai5	ngai4	ai1	赣			145000		
挪	lo5	lo4	nuo2	赣			120000		
振	tsɨn5	zen4	zhen4	赣			120000		
挲	sa1	sa1	sa1	赣			90000		
挹	it7	yit6	yi4	赣			72088		
挺	tʰin3	tin3	ting3	赣			135000		
挽	uan3	wan3	wan3	赣			120000		
捂	u6	wu5	wu3	赣			100989		
捃	tɕyn5	jyun4	jun4	赣			78344		
捅	tʰuŋ3	tung3	tong3	赣			120000		
捆		kun3	kun3	赣			120000		
捉	tsɔʔ7	zok6	zhuo1	赣			120000		
捋	lot7	lot6	lv3	赣			90000		
捌	pat7	bat6	ba1	赣			106102		
捍	han6	han5	han4	赣			109764		
捎	sau1	sau1	shao1	赣			104816		
捏	ȵiɛt7	niet6	nie1	赣			255000	玩	
捐	tɕyon1	jyuon1	juan1	赣			120000		
捕	pʰu3	pu3	bu3	赣			106747		
捞	lau1	lau1	lao1	赣			145000		
损	sun3	sun3	sun3	赣			120000		
捡	tɕiɛn3	jien3	jian3	赣			145000		
换	uon6	won5	huan4	赣			350000		
捣	tau3	dau3	dao3	赣			120000		
捧	pʰuŋ3	pung3	peng3	赣			120000		
捭	pai3	bai3	bai3	赣			76887		
据	tɕy5	jyu4	ju4	赣			120000		
捶	tsʰui2	cui2	chui2	赣			120000		
捷	tɕʰiɛt8	qiet7	jie2	赣			120000		
捺	lat7	lat6	na4	赣			120000		
捻	ȵiet7	niet6	nian3	赣			107180		
掀	ɕyon1	xyuon1	xian1	赣			120000		
掂	tiɛn1	dien1	dian1	赣			170000		
掇	tot7	dot6	duo1	赣			132650	端	
授	seu6	seu5	shou4	赣			145000		本1
掉	tʰiɛu3	tieu3	diao4	赣			370000		
掊	pʰau2	pau2	pou2	赣			79168		
掌	tsɔŋ3	zong3	zhang3	赣			145000		
掎	tɕi1	ji1	ji3	赣			17375		
掏	tʰau2	tau2	tao1	赣			120000		
掐	kʰat7	kat6	qia1	赣			120000		
排	pʰai2	pai2	pai2	赣			175000		
掖	it7	yit6	ye1	赣			70910		
掘	tɕʰyt7	qyut6	jue2	赣			120000		
掠	liɔŋ6	liong5	lve4	赣			106779		
探	tʰon3	ton3	tan4	赣			120000		
掣	tsʰɿ3	ci3	che4	赣			73531		
接	tɕiɛt7	jiet6	jie1	赣			250000		
控	kʰuŋ3	kung3	kong4	赣			125000		
推	tʰui1	tui1	tui1	赣			120000		
掩	iɛn3	yen3	yan3	赣			120000		
措	tsʰu3	cu3	cuo4	赣			105010		
掬	tɕiuʔ7	jiuk6	ju1	赣			79255		
掰	pet7	bet6	bai1	官			101553		
掳	lu3	lu3	lu3	赣			77575		
掴	kuet7	guet6	guai1	赣			95174		
掷	tsʰɿt8	cit7	zhi4	官			102271		
掸	tʰan2	tan2	dan3	赣			76597		
掺	san1	san1	can4	赣			151674	占	
掼	kuan5	guan4	guan4	赣			73612		
掾	yon6	yuon5	yuan4	赣			77400		
揄	y5	yu4	yu2	赣			74232		
揆	kʰui6	kui5	kui2	赣			77233		
揉	lɛu5	leu4	rou2	赣			120000		
揍	tseu5	zeu4	zou4	赣			108835		
揎	ɕyon1	xyuon1	xuan1	赣			12633		
描	miɛu5	mieu4	miao2	赣			120000		
提	tʰi2	ti2	ti2	赣			120000		
提	tʰia2	tia2	ti2	赣			120000		
插	tsʰat7	cat6	cha1	赣			120000		
揖	it7	yit6	yi1	赣			90000		
揞	ŋan5	ngan4	an3	赣			1000		
揠	ŋat7	ngat6	ya4	赣			71289		
握	ŋɔʔ7	ngok6	wo4	赣			195000		老1
揣	tsʰai3	cai3	chuai1	赣			120000		
揣	tsʰuai3	cuai3	chuai1	赣			120000		
揩	kʰai1	kai1	kai1	赣			120000		
揪	tɕiu1	jiu1	jiu1	赣			120000		
揭	tɕiɛt7	jiet6	jie1	赣			120000		
揭	tɕʰiɛt8	qiet7	jie1	赣			120000		
揳	ɕiet7	xiet6	xie1	赣			77508		
援	yon5	yuon4	yuan2	赣			120000		
揾	uen5	wun4	wen4	赣			1031		
搀	tsʰan1	can1	chan1	赣			120000		
搂	lɛu3	leu3	lou3	赣			125000		
搂	lɛu1	leu1	lou3	赣			125000	挖	
搂	lɛu5	leu4	lou3	赣			125000		
搅	kau3	gau3	jiao3	赣			120000		
搋	tsʰai1	cai1	chuai1	赣			77433		
搌	tsen3	zen3	zhan3	赣			15736		
搏	fu5	fu4	bo2	赣			103079		
搒	pʰen2	pen2	bang4	赣			19197		
搓	tsʰo1	co1	cuo1	赣			120000		
搔	sau1	sau1	sao1	赣			105957		
搜	sɛu1	seu1	sou1	赣			130000		
搞	kau3	gau3	gao3	官			239085		
搪	tʰɔŋ2	tong2	tang2	赣			90000		
搬	pon1	bon1	ban1	赣			120000		
搭	tat7	dat6	da1	赣			200000	理睬/理	
搴	tɕien3	jien3	qian1	赣			73577		
携	fɨi5	fei4	xie2	赣			104562		
摄	set7	set6	she4	赣			105141		
摅	tɕʰy1	qyu1	shu1	赣			79743		
摆	pai3	bai3	bai3	赣			145000		
摇	iɛu5	yeu4	yao2	赣			145000		
摈	pen5	ben4	bin4	赣			71315		
摊	tʰan1	tan1	tan1	赣			120000		
摔	sai1	sai1	shuai1	赣			154698		
摘	tsaʔ7	zak6	zhai1	赣			148904		
摘	tsɛt7	zet6	zhai1	赣			148904		
摞	lo5	lo4	luo4	赣			70007		
摧	tsʰui2	cui2	cui1	赣			109050		
摩	ma1	ma1	mo2	赣			120000		
摩	mo5	mo4	mo2	赣			120000		
摭	tset7	zet6	zhi2	赣			73396		
摸	mo1	mo1	mo1	赣			120000		
摸	mɔʔ7	mok6	mo1	赣			120000		
摹	mu5	mu4	mo2	赣			120000		
折	tsɛt7	zet6	zhe2	赣			120000		
折	sɛt8	set7	zhe2	赣			120000		
摽	pʰieu1	pieu1	biao1	赣			76246		
撄	in1	yin1	ying1	赣			76326		
撅	tɕyot7	jyuot6	jue1	赣			90000		
撇	pʰiɛt7	piet6	pie1	赣			220000		
撑	tsʰaŋ1	cang1	cheng1	赣			195000	顶撞/顶嘴	
撒	sat7	sat6	sa1	赣			125000		
撒	sᴀ3	sa3	sa1	赣			125000		
撕	sɿ1	si1	si1	赣			120000		
撖	kʰan3	kan3	han4	赣			13112		
撙	tsun3	zun3	zun3	赣			71961		
撞	tsʰɔŋ6	cong5	zhuang4	官			120000		
撤	tsʰɛt7	cet6	che4	赣			120000		
撩	liɛu5	lieu4	liao1	赣			120000		
撬	tɕʰieu3	qieu3	qiao4	赣			106014		
播	po5	bo4	bo1	赣			175000		
撮	tsʰot7	cot6	cuo1	赣			120000		
撮	tsot7	zot6	cuo1	赣			120000		
撰	tsʰon6	con5	zhuan4	赣			105913		
撵	lien3	lien3	nian3	赣			120000		
撷	ɕiet7	xiet6	xie2	赣			74301		
撼	hon6	hon5	han4	赣			120000		
擂	lui5	lui4	lei2	赣			120000		老1
擅	sen6	sen5	shan4	赣			109706		
操	tsʰau1	cau1	cao1	赣			150000		
擐	fan6	fan5	huan4	赣			18766		
擒	tɕʰin2	qin2	qin2	赣			120000		
擘	paʔ7	bak6	bai1	赣			90000		
擞	seu3	seu3	sou3	赣			79357		
擢	tsʰɔʔ7	cok6	zhuo2	赣			73884		
擦	tsʰat7	cat6	ca1	赣			145000		
攀	pʰan1	pan1	pan1	赣			120000		
攉	fɔʔ7	fok6	huo1	赣			70777		
攒	tsan3	zan3	zan3	赣			95000		
攘	lɔŋ3	long3	rang3	赣			70380		
攥	tsot7	zot6	zuan4	赣			70140		
攫	tɕiɔʔ7	jiok6	jue2	赣			76175		
支	tsɿ1	zi1	zhi1	赣			120000		
收	sɛu1	seu1	shou1	赣			145000		本1
攸	iu5	yiu4	you1	赣			78643		
改	kai3	gai3	gai3	赣			370000		
攻	kuŋ1	gung1	gong1	赣			120000		
放	fɔŋ5	fong4	fang4	赣			370000		
政	tsɨn5	zen4	zheng4	赣			120000		
故	ku5	gu4	gu4	赣			120000		
效	hau6	hau5	xiao4	赣			133508		
敉	mi3	mi3	mi3	赣			14877		
敌	tʰit8	tit7	di2	赣			120000		
敌	tʰit7	tit6	di2	赣			120000		
敏	min3	min3	min3	赣			145000		
救	tɕiu5	jiu4	jiu4	赣			145000		
敕	tsʰɿ1	ci1	chi4	赣			90000		
敕	tsʰət7	cet6	chi4	赣			75367		
敖	ŋau5	ngau4	ao2	赣			76257		
教	kau5	gau4	jiao4	赣			310000		
敛	lien3	lien3	lian3	赣			106177		
敝	pʰi5	pi4	bi4	赣			90000		
敞	tsʰɔŋ3	cong3	chang3	赣			120000		
敢	kon3	gon3	gan3	赣			120000		
散	san3	san3	san4	赣			200000		
散	san5	san4	san4	赣			200000		
敫	tɕieu3	jieu3	jiao3	赣			76298		
敬	tɕin5	jin4	jing4	赣			120000		
数	su3	su3	shu4	赣			310000		
数	su5	su4	shu4	赣			310000		
敲	kʰau1	kau1	qiao1	赣			120000		
敷	fu1	fu1	fu1	赣			120000		
文	uen5	wun4	wen2	赣			448967		
斋	tsai1	zai1	zhai1	赣			120000		
斌	pin1	bin1	bin1	赣			100448		
斐	fɨi3	fei3	fei3	赣			75913		
斑	pan1	ban1	ban1	赣			120000		
斓	lan5	lan4	lan2	赣			75334		
斗	tɛu3	deu3	dou4	赣			180000		
斗	tɛu5	deu4	dou4	赣			180000		
料	liɛu6	lieu5	liao4	赣			195000		
斛	fuʔ8	fuk7	hu2	赣			72835		
斝	ka3	ga3	jia3	赣			10755		
斟	tsɨn1	zen1	zhen1	赣			120000		
斡	uot7	wot6	wo4	赣			72706		
斤	tɕin1	jin1	jin1	赣			120000		
斥	tsʰət7	cet6	chi4	赣			103945		
斧	fu3	fu3	fu3	赣			120000		
斩	tsan3	zan3	zhan3	赣			125000		
斫	tsɔʔ7	zok6	zhuo2	赣			73168		
断	tʰon6	ton5	duan4	赣			159979		
斯	sɿ1	si1	si1	赣			145000		
新	ɕin1	xin1	xin1	赣			370000		
方	fɔŋ1	fong1	fang1	赣			245000		
于	y5	yu4	yu2	赣			370000		
施	sɿ1	si1	shi1	赣			145000		
旁	pʰɔŋ2	pong2	pang2	赣			120000		
旃	tsen1	zen1	zhan1	赣			72934		
旄	mau5	mau4	mao2	赣			78219		
旅	li3	li3	lv3	赣			120000		老1
旆	pʰi6	pi5	pei4	赣			72489		
旋	ɕyon5	xyuon4	xuan2	赣	临时/随即	lin2 shi2/sui2 ji2	120000		
旌	tɕin1	jin1	jing1	赣			77335		
旎	ȵi3	ni3	ni3	赣			70257		
族	tsʰuʔ7	cuk6	zu2	赣			170000		
旒	liu5	liu4	liu2	赣			76319		
旖	i1	yi1	yi3	赣			71976		
旗	tɕʰi2	qi2	qi2	赣			120000		
无	u5	wu4	wu2	赣			370000		
既	tɕi5	ji4	ji4	赣			155000		
旦	tan5	dan4	dan4	赣			145000		
旧	tɕʰiu6	qiu5	jiu4	赣			370000		
旨	tsɿ3	zi3	zhi3	赣			120000		
早	tsau3	zau3	zao3	赣			350000		
旬	ɕyn5	xyun4	xun2	赣			120000		
旭	ɕiuʔ7	xiuk6	xu4	赣			125000		
旭	ɕyt7	xyut6	xu4	赣			125000		
旰	kon5	gon4	gan4	赣			74023		
旱	hon6	hon5	han4	赣			120000		
时	sɿ5	si4	shi2	赣			290000		本1
旷	kʰuɔŋ3	kuong3	kuang4	赣			120000		
旸	iɔŋ5	yong4	yang2	赣			73711		
旻	min5	min4	min2	赣			75260		
昂	ŋɔːŋ5	ngong4	ang2	赣			145000		
昆		kun1	kun1	赣			120000		
昉	fɔŋ3	fong3	fang3	赣			73579		
昊	hau6	hau5	hao4	赣			71406		
昌	tsʰɔŋ1	cong1	chang1	赣			156892		
昏	fɨn1	fen1	hun1	赣			120000		
易	i6	yi5	yi4	赣			120000		
易	it7	yit6	yi4	赣			120000		
昔	ɕit7	xit6	xi1	赣			120000		
昕	ɕin1	xin1	xin1	赣			72500		
昙	tʰon5	ton4	tan2	赣			90000		
昝	tsan3	zan3	zan3	赣			77694		
春	tsʰun1	cun1	chun1	赣			120000		
昧	mi6	mi5	mei4	赣			100931		
昨	tsʰɔʔ8	cok7	zuo2	赣			120000		
昨	tsʰoʔ7	cok6	zuo2	赣			120000		
昭	tsɛu1	zeu1	zhao1	赣			120000		
是	sɿ6	si5	shi4	赣			1046991		
昱	yt7	yut6	yu4	赣			77184		
昴	mau3	mau3	mao3	赣			77169		
昵	ȵit7	nit6	ni4	赣			74682		
昶	tsʰɔŋ3	cong3	chang3	赣			73657		
昼	tsɛu5	zeu4	zhou4	赣			175000		本1
昽	luŋ3	lung3	long2	赣			16992		
显	ɕiɛn3	xien3	xian3	赣			175000		
晁	tsʰeu2	ceu2	chao2	赣			72858		
晃	fɔŋ6	fong5	huang3	赣			106738		
晋	tɕin5	jin4	jin4	赣			120000		
晌	sɔŋ3	song3	shang3	赣			102269		
晒	sai5	sai4	shai4	赣			120000		
晓	ɕiɛu3	xieu3	xiao3	赣			145000		
晔	iet7	yet6	ye4	赣			15794		
晕	yn6	yun5	yun1	赣			120000		
晕	yn1	yun1	yun1	赣			120000		
晖	fɨi1	fei1	hui1	赣			19924		
晚	uan3	wan3	wan3	赣			190000		
晞	ɕi1	xi1	xi1	赣			79141		
晟	sen6	sen5	cheng2	赣			77513		
晡	pu1	bu1	bu1	赣			70096		
晢	tsɿ5	zi4	zhe2	赣			16304		
晤	u6	wu5	wu4	赣			76500		
晦	fɨi3	fei3	hui4	赣			105665		
晨	sɨn5	sen4	chen2	赣			125000		老1
普	pʰu3	pu3	pu3	赣			145000		
景	tɕin3	jin3	jing3	赣			120000		
晰	ɕit7	xit6	xi1	赣			108818		
晶	tɕin1	jin1	jing1	赣			120000		
晷	kui3	gui3	gui3	赣			79508		
智	tsɿ5	zi4	zhi4	赣			120000		
晾	liɔŋ6	liong5	liang4	赣			103960		
暂	tsʰan6	can5	zan4	赣			120000		
暄	ɕyon1	xyuon1	xuan1	赣			90000		
暅	ɕyon3	xyuon3	geng4	赣			13540		
暇	ɕia5	xia4	xia2	赣			108856		
暑	ɕy3	xyu3	shu3	赣			150000		老1
暖	lon3	lon3	nuan3	赣			120000		
暗	ŋon5	ngon4	an4	赣			145000		
暝	min5	min4	ming2	赣			78935		
暧	ŋai5	ngai4	ai4	赣			76615		
暨	tɕi5	ji4	ji4	赣			77741		
暮	mu6	mu5	mu4	赣			120000		
暴	pʰau6	pau5	bao4	赣			120000		
暹	ɕiɛn1	xien1	xian1	赣			90000		
暾	tʰɛn1	ten1	tun1	赣			72701		
曈	tʰuŋ1	tung1	tong2	赣			17399		
曙	ɕy6	xyu5	shu3	赣			106674		老1
曛	ɕyn1	xyun1	xun1	赣			74536		
曜	ieu6	yeu5	yao4	赣			73558		
曝	pʰoʔ7	pok6	pu4	赣			120000		
曦	ɕi1	xi1	xi1	赣			76887		
曩	lɔŋ3	long3	nang3	赣			72991		
曰	yot7	yuot6	yue1	赣			160000		
曲	tɕʰyt7	qyut6	qu1	赣			145000		老1
曳	i6	yi5	ye4	赣			73015		
曷	hot8	hot7	he2	赣			75818		
曹	tsʰau2	cau2	cao2	赣			120000		
曼	mon6	mon5	man4	赣			105867		
曾	tsʰɛn2	cen2	ceng2	赣			120000		
曾	tsɛn1	zen1	ceng2	赣			120000		
替	tʰi3	ti3	ti4	赣			120000		
最	tsui5	zui4	zui4	赣			370000		
有	iu3	yiu3	you3	赣			673765		
服	fuʔ8	fuk7	fu2	赣			140000		
服	ɸuʔ7	fuk6	fu2	赣			140000		
朔	sɔʔ7	sok6	shuo4	赣			71491		
朕	tsʰen6	cen5	zhen4	赣			70509		
朗	lɔŋ3	long3	lang3	赣			120000		
朝	tsɛu1	zeu1	chao2	赣			120000		
朝	tsʰɛu2	ceu2	chao2	赣			120000		
期	tɕʰi2	qi2	qi1	赣			210000		
朦	muŋ5	mung4	meng2	赣			120000		
木	muʔ7	muk6	mu4	赣			125000		
未	ui6	wui5	wei4	赣			370000		
末	mot7	mot6	mo4	赣			145000		
本	pɨn3	ben3	ben3	赣			370000		
札	tsat7	zat6	zha2	赣			90000		
术	suət7	suet6	shu4	赣			125000		老1
朱	tsu1	zu1	zhu1	赣			170000		新1
朴	pʰuʔ7	puk6	pu3	赣			120000		
朵	to3	do3	duo3	赣			109030		
机	tɕi1	ji1	ji1	赣			145000		
朽	ɕiu3	xiu3	xiu3	赣			145000		
杀	sat7	sat6	sha1	赣			195000		
杂	tsʰat7	cat6	za2	赣			120000		
权	tɕʰyon2	qyuon2	quan2	赣			270000		
杆	kon1	gon1	gan1	赣			120000		
杆	kon3	gon3	gan1	赣			120000		
杈	tsʰa1	ca1	cha1	赣			75744		
杉	sa1	sa1	shan1	赣			120000		
杌	ut7	wut6	wu4	赣			90000		
李	li3	li3	li3	赣			120000		
杏	ɕin6	xin5	xing4	赣			120000		
材	tsʰai2	cai2	cai2	赣			120000		
村	tsʰun1	cun1	cun1	赣			120000		
杓	pieu1	bieu1	biao1	赣			78151		
杖	tsʰɔŋ6	cong5	zhang4	赣			120000		
杜	tʰu6	tu5	du4	赣			120000		
杞	tɕi0	ji0	qi3	赣			90000		
束	suʔ7	suk6	shu4	赣			120000		
杠	kɔŋ5	gong4	gang1	赣			125000		
条	tʰiɛu2	tieu2	tiao2	赣			290000		
来	lei5	lei4	lai2	赣			411501		
杨	iɔŋ5	yong4	yang2	赣			120000		
杪	miɛu3	mieu3	miao3	赣			90000	梢	
杭	hɔŋ2	hong2	hang2	赣			120000		
杯	pi1	bi1	bei1	赣			120000		
杰	tɕʰiɛt7	qiet6	jie2	赣			120000		
杲	kau3	gau3	gao3	赣			79054		
杳	iɛu3	yeu3	yao3	赣			90000		
杵	tɕʰy3	qyu3	chu3	赣			90000		
杷	pʰa2	pa2	pa2	赣			90000		
杻	tsʰɛu3	ceu3	chou3	赣			75997		
杼	tɕʰy6	qyu5	zhu4	赣			70980		
松	suŋ1	sung1	song1	赣			120000		
松	tɕʰiuŋ2	qiung2	song1	赣			120000		
板	pan3	ban3	ban3	赣			120000		
极	tɕʰit7	qit6	ji2	赣			120000		老1
构	kiɛu5	gieu4	gou4	赣			120000		
枇	pʰi2	pi2	pi2	赣			90000		
枉	uɔŋ3	wong3	wang3	赣			120000		
枋	fɔŋ1	fong1	fang1	赣			79861		
析	ɕit7	xit6	xi1	赣			120000		
枕	tsɨn3	zen3	zhen3	赣			120000		
林	lin5	lin4	lin2	赣			120000		
枘	lui6	lui5	rui4	赣			18143		
枚	mi5	mi4	mei2	赣			108485		
果	kuo3	guo3	guo3	赣			120000		
枝	tsɿ1	zi1	zhi1	赣			120000		
枞	tsuŋ1	zung1	cong1	赣			72901		
枢	tɕʰy1	qyu1	shu1	赣			120000		
枣	tsau3	zau3	zao3	赣			145000		
枥	lit7	lit6	li4	赣			74331		
枨	tsʰen2	cen2	cheng2	赣			77625		
枪	tɕʰiɔŋ1	qiong1	qiang1	赣			120000		
枫	fuŋ1	fung1	feng1	赣			177546		
枭	tɕieu1	jieu1	xiao1	赣			75310		
枯	kʰu1	ku1	ku1	赣			120000		
枰	pʰin2	pin2	ping2	赣			71039		
枳	tsɿ3	zi3	zhi3	赣			72484		
枵	ɕieu1	xieu1	xiao1	赣			72277		
架	ka5	ga4	jia4	赣			145000		
枷	ka1	ga1	jia1	赣			90000		
枸	kiɛu3	gieu3	gou3	赣			90000		
柁	tʰo6	to5	duo4	赣			74284		
柃	lin3	lin3	ling2	赣			12624		
柄	pin3	bin3	bing3	赣			120000		
柈	pʰon2	pon2	ban4	赣			70831		
某	mɛu3	meu3	mou3	赣			370000		
柑	kon1	gon1	gan1	赣			120000		
柒	tɕʰit7	qit6	qi1	赣			104373		
柔	lɛu5	leu4	rou2	赣			120000		
柘	tsa5	za4	zhe4	赣			90000		
柙	hat8	hat7	xia2	赣			73093		
柚	iu6	yiu5	you4	赣			90000		
柜	kʰui6	kui5	gui4	赣			120000		
柠	tɕʰy3	qyu3	ning2	赣			102021		
柢	ti1	di1	di3	赣			70290		
查	tsʰa2	ca2	cha2	赣			290000		
查	tsa1	za1	cha2	赣			290000		
柩	tɕʰiu6	qiu5	jiu4	赣			78766		
柬	kan3	gan3	jian3	赣			108030		
柯	kʰo1	ko1	ke1	赣			90000		
柰	lai6	lai5	nai4	赣			71569		
柱	tɕʰy6	qyu5	zhu4	赣			125000		老1
柳	liu3	liu3	liu3	赣			120000		
柴	tsʰai2	cai2	chai2	赣			120000		
柽	tsʰen1	cen1	cheng1	赣			74722		
柿	tsʰɿ6	ci5	shi4	赣			120000		老1
栀	tsɿ1	zi1	zhi1	赣			90000		
栅	saʔ7	sak6	zha4	赣			120000		
栅	tsat7	zat6	zha4	赣			120000		
标	piɛu1	bieu1	biao1	赣			370000		
栈	tsʰan6	can5	zhan4	赣			120000		
栉	tset7	zet6	zhi4	赣			74147		
栊	luŋ5	lung4	long2	赣			75216		
栋	tuŋ5	dung4	dong4	赣			120000		
栌	lu5	lu4	lu2	赣			77840		
栎	liaʔ7	liak6	li4	赣			90000		
栏	lan5	lan4	lan2	赣			120000		
树	su6	su5	shu4	赣			175000		新1
栓	son1	son1	shuan1	赣			101894		
栖	tɕʰi1	qi1	qi1	赣			120000		
栗	lit7	lit6	li4	赣			120000		
栝	tʰien3	tien3	gua1	赣			77870		
栟	pɨn3	ben3	ben1	赣			77117		
校	kau5	gau4	xiao4	赣			120000		
校	hau6	hau5	xiao4	赣			120000		
栩	ɕy3	xyu3	xu3	赣			70318		
株	tɕy1	jyu1	zhu1	赣			120000		老1
栲	kʰau3	kau3	kao3	赣			75019		
栳	lau3	lau3	lao3	赣			71252		
样	iɔŋ6	yong5	yang4	赣			245000		
核	hɛt7	het6	he2	赣			120000		
根	kiɛn1	gien1	gen1	赣			195000		
栽	tsai1	zai1	zai1	赣			120000		
栾	lon5	lon4	luan2	赣			73540		
桀	tɕʰiet7	qiet6	jie2	赣			76154		
桁	hen2	hen2	heng2	赣			79282		
桃	tʰau2	tau2	tao2	赣			120000		
桄	kuɔŋ1	guong1	guang1	赣			10904		
桅	ui5	wui4	wei2	赣			90000		
框	kʰuaŋ1	kuang1	kuang1	赣			145000		
案	ŋon5	ngon4	an4	赣			120000		
桊	tɕyon5	jyuon4	juan4	赣			13200		
桌	tsɔʔ7	zok6	zhuo1	赣			120000		
桎	tset7	zet6	zhi4	赣			98581		
桐	tʰuŋ2	tung2	tong2	赣			145000		
桑	sɔŋ1	song1	sang1	赣			120000		
桓	fon5	fon4	huan2	赣			77656		
桔	tɕyt7	jyut6	ju2	赣			120000		
桡	lau6	lau5	rao2	赣			79846		
桢	tsɨn1	zen1	zhen1	赣			77410		
