本词	国际音标	方言拼音	汉语拼音	词汇属性	对应官话词	官话拼音	词频	同义词	新旧标记
扈		gu	hu4	赣			7500		
扉		fi	fei1	赣			30000		
扊		tan	yan3	赣			30000		
手		seu	shou3	赣			30000		
手		xiu	shou3	赣			7500		
才		coi	cai2	赣			55415		
扎		za	zha1	赣			7500		
扎		zai	zha1	赣			30000		
扑		pu	pu1	赣			30000		
扒		pa	ba1	赣			30000		
打		da	da3	赣			33853		
扔		diang	reng1	赣			7500		
扔		leng	reng1	赣			30000		
托		to	tuo1	赣			30000		
扛		gong	kang2	赣			30000		
扣		kieu	kou4	赣			30000		
扤		wu	wu4	赣			30000		
执		zi	zhi2	赣			30000		
扩		kue	kuo4	赣			30000		
扪		men	men2	赣			30000		
扫		sau	sao3	赣			30000		
扬		yang	yang2	赣			30000		
扬		yong	yang2	赣			30000		
扭		niu	niu3	赣			30000		
扮		ban	ban4	赣			30000		
扯		ce	che3	赣			30000		
扰		leu	rao3	赣			30000		
扳		ban	ban1	赣			30000		
扶		fu	fu2	赣			30000		
批		pi	pi1	赣			30000		
扺		jia	zhi3	赣			30000		
扺		zi	zhi3	赣			7500		
扼		ngo	e4	赣			30000		
找		zau	zhao3	赣			30000		
承		cen	cheng2	赣			30000		
承		qin	cheng2	赣			7500		
技		qi	ji4	赣			37664		
抃		pien	bian4	赣			12000		
抄		cau	chao1	赣			30000		
抉		jyue	jue2	赣			3000		
抉		ko	jue2	赣			12000		
抉		yen	jue2	赣			2400		
把		ba	ba3	赣			30000		
把		bai	ba3	赣			108066		
抑		yong	yi4	赣			30000		
抒		xyu	shu1	赣			120000		
抓		za	zhua1	赣			30000		
抔		heu	pou2	赣			3000		
抔		kieu	pou2	赣			2000		
抔		leu	pou2	赣			12000		
抔		teu	pou2	赣			2400		
投		teu	tou2	赣			30000		
抖		deu	dou3	赣			30000		
抗		kong	kang4	赣			30000		
折		la	zhe2	赣			2000		
折		ti	zhe2	赣			3000		
折		tia	zhe2	赣			2400		
折		ze	zhe2	赣			30000		
抚		fu	fu3	赣			30000		
抛		pau	pao1	赣			30000		
抟		jon	tuan2	赣			12000		
抟		qon	tuan2	赣			2400		
抟		seng	tuan2	赣			3000		
抟		ton	tuan2	赣			2000		
抠		kieu	kou1	赣			30000		
抡		len	lun1	赣			30000		
抢		qiong	qiang3	赣			30000		
护		fu	hu4	赣			30000		
报		bau	bao4	赣			30000		
抨		peng	peng1	赣			30000		
披		pi	pi1	赣			30000		
抬		toi	tai2	赣			30000		
抱		bau	bao4	赣			30000		
抱		beng	bao4	赣			7500		
抵		di	di3	赣			30000		
抹		moi	mo3	赣			30000		
抻		jin	chen1	赣			3000		
抻		xin	chen1	赣			2400		
抻		yin	chen1	赣			2000		
抻		zen	chen1	赣			12000		
押		nga	ya1	赣			30000		
抽		ceu	chou1	赣			30000		
抽		qiu	chou1	赣			7500		
拂		fu	fu2	赣			30000		
拃		hon	zha3	赣			12000		
拄		jyu	zhu3	赣			30000		
担		dan	dan1	赣			30000		
拆		ca	chai1	赣			30000		
拇		mu	mu3	赣			30000		
拈		nien	nian1	赣			120000		
拉		la	la1	赣			30000		
拉		lai	la1	赣			120000		
拊		fu	fu3	赣			3000		
拊		peu	fu3	赣			12000		
拌		pon	ban4	赣			30000		
拍		pa	pai1	赣			30000		
拍		pai	pai1	赣			7500		
拎		lang	lin1	赣			6000		
拎		liang	lin1	赣			7500		
拎		lien	lin1	赣			5000		
拎		lin	lin1	赣			30000		
拐		guai	guai3	赣			30000		
拒		jyu	ju4	赣			30000		
拓		to	tuo4	赣			30000		
拔		pai	ba2	赣			30000		
拖		to	tuo1	赣			30000		
拗		ngau	ao3	赣			30000		
拘		jyu	ju1	赣			30000		
拙		zo	zhuo1	赣			30000		
拚		fen	pan4	赣			30000		
拚		pien	pan4	赣			7500		
招		zeu	zhao1	赣			60000		
拜		bai	bai4	赣			30000		
拟		ni	ni3	赣			30000		
拢		leng	long3	赣			30000		
拣		gan	jian3	赣			30000		
拥		yiung	yong1	赣			30000		
拦		lan	lan2	赣			30000		
拧		nin	ning2	赣			30000		
拨		pai	bo1	赣			30000		
择		ze	ze2	赣			30000		
括		kue	kuo4	赣			30000		
括		kuo	kuo4	赣			7500		
拭		si	shi4	赣			30000		
拮		ji	jie2	赣			7500		
拮		jie	jie2	赣			30000		
拯		zen	zheng3	赣			30000		
拱		gung	gong3	赣			30000		
拳		qon	quan2	赣			30000		
拳		qyuon	quan2	赣			30000		
拴		son	shuan1	赣			30000		
拶		co	za1	赣			12000		
拷		kau	kao3	赣			30000		
拼		piang	pin1	赣			30000		
拼		pin	pin1	赣			7500		
拾		si	shi2	赣			30000		
拿		la	na2	赣			30000		
持		ci	chi2	赣			30000		
挂		gua	gua4	赣			30000		
指		zi	zhi3	赣			30000		
挈		qi	qie4	赣			30000		
按		ngon	an4	赣			30000		
挎		kua	kua4	赣			30000		
挑		tieu	tiao1	赣			30000		
挖		wai	wa1	赣			30000		
挚		zi	zhi4	赣			30000		
挛		lien	luan2	赣			12000		
挛		lin	luan2	赣			3000		
挞		tai	ta4	赣			30000		
挟		ha	xie2	赣			30000		
挟		xia	xie2	赣			7500		
挠		leu	nao2	赣			30000		
挡		dong	dang3	赣			30000		
挢		jieu	jiao3	赣			30000		
挢		qieu	jiao3	赣			7500		
挣		zeng	zheng1	赣			30000		
挤		jie	ji3	赣			30000		
挥		fi	hui1	赣			30000		
挦		lien	xian2	赣			3000		
挦		qien	xian2	赣			2000		
挦		yen	xian2	赣			2400		
挦		zen	xian2	赣			12000		
挨		ngai	ai1	赣			30000		
挪		lo	nuo2	赣			30000		
挫		co	cuo4	赣			30000		
振		zen	zhen4	赣			30000		
挲		xien	sa1	赣			30000		
挹		ji	yi4	赣			12000		
挹		yi	yi4	赣			3000		
挺		tin	ting3	赣			30000		
挽		wan	wan3	赣			30000		
捂		wu	wu3	赣			30000		
捃		fen	jun4	赣			12000		
捃		wen	jun4	赣			2400		
捃		yon	jun4	赣			2000		
捃		yun	jun4	赣			3000		
捅		teng	tong3	赣			30000		
捆		kun	kun3	赣			30000		
捉		zo	zhuo1	赣			30000		
捋		co	lv3	赣			3000		
捋		me	lv3	赣			2400		
捋		pai	lv3	赣			12000		
捋		woi	lv3	赣			2000		
捌		bai	ba1	赣			30000		
捍		hon	han4	赣			30000		
捎		seu	shao1	赣			30000		
捏		nie	nie1	赣			30000		
捐		jon	juan1	赣			30000		
捕		bu	bu3	赣			30000		
捞		lau	lao1	赣			30000		
损		sen	sun3	赣			30000		
捡		jien	jian3	赣			30000		
换		won	huan4	赣			30000		
捣		dau	dao3	赣			30000		
捧		beng	peng3	赣			30000		
捩		jie	lie4	赣			3000		
捩		li	lie4	赣			12000		
捩		lie	lie4	赣			60000		
捩		qie	lie4	赣			2400		
捩		xie	lie4	赣			2000		
捭		bai	bai3	赣			30000		
据		jyu	ju4	赣			30000		
捶		cei	chui2	赣			30000		
捷		jie	jie2	赣			30000		
捺		lai	na4	赣			30000		
捺		lak	na4	赣			7500		
捻		nien	nian3	赣			30000		
掀		xyuon	xian1	赣			30000		
掂		dien	dian1	赣			30000		
掇		co	duo1	赣			3000		
掇		me	duo1	赣			2400		
掇		pai	duo1	赣			12000		
掇		woi	duo1	赣			2000		
授		seu	shou4	赣			30000		
掉		die	diao4	赣			30000		
掊		heu	pou2	赣			12000		
掊		kieu	pou2	赣			3000		
掊		ngieu	pou2	赣			2000		
掊		pau	pou2	赣			2400		
掌		jiong	zhang3	赣			30000		
掎		ji	ji3	赣			30000		
掎		kui	ji3	赣			5000		
掎		qi	ji3	赣			7500		
掎		zi	ji3	赣			6000		
掏		tau	tao1	赣			30000		
掐		ka	qia1	赣			30000		
排		pai	pai2	赣			30000		
掖		ye	ye1	赣			30000		
掘		jyue	jue2	赣			30000		
掟		diang	zheng3	赣			30000		
掠		lyue	lve4	赣			30000		
探		tan	tan4	赣			30000		
探		tang	tan4	赣			7500		
掣		ce	che4	赣			7500		
掣		li	che4	赣			6000		
掣		ze	che4	赣			30000		
掣		zi	che4	赣			5000		
接		jie	jie1	赣			30000		
控		kung	kong4	赣			30000		
推		cu	tui1	赣			7500		
推		tei	tui1	赣			30000		
掩		yen	yan3	赣			30000		
措		co	cuo4	赣			30000		
掬		jiu	ju1	赣			12000		
掬		jyu	ju1	赣			3000		
掰		bai	bai1	赣			7500		
掰		ban	bai1	赣			30000		
掳		lu	lu3	赣			30000		
掴		ga	guai1	赣			12000		
掴		gie	guai1	赣			3000		
掷		zi	zhi4	赣			30000		
掸		dan	dan3	赣			30000		
掺		can	can4	赣			30000		
掼		kuan	guan4	赣			3000		
掼		qon	guan4	赣			12000		
掾		yon	yuan4	赣			30000		
揄		heu	yu2	赣			2400		
揄		kieu	yu2	赣			2000		
揄		yiu	yu2	赣			12000		
揄		yu	yu2	赣			3000		
揆		gui	kui2	赣			2000		
揆		lei	kui2	赣			12000		
揆		wei	kui2	赣			3000		
揆		xyu	kui2	赣			2400		
揉		leu	rou2	赣			30000		
揍		zeu	zou4	赣			30000		
揎		xyuon	xuan1	赣			30000		
描		mieu	miao2	赣			30000		
提		din	ti2	赣			7500		
提		tia	ti2	赣			30000		
插		ca	cha1	赣			30000		
揖		ji	yi1	赣			30000		
揞		cen	an3	赣			2400		
揞		gong	an3	赣			2000		
揞		hon	an3	赣			12000		
揞		kan	an3	赣			3000		
揠		nga	ya4	赣			30000		
握		wo	wo4	赣			30000		
揣		coi	chuai1	赣			30000		
揣		toi	chuai1	赣			30000		
揩		kai	kai1	赣			30000		
揪		jiu	jiu1	赣			30000		
揭		gai	jie1	赣			30000		
揳		xie	xie1	赣			30000		
援		yon	yuan2	赣			30000		
揽		lan	lan3	赣			30000		
揾		bo	wen4	赣			2000		
揾		den	wen4	赣			3000		
揾		tu	wen4	赣			2400		
揾		yun	wen4	赣			12000		
搀		can	chan1	赣			30000		
搁		go	ge1	赣			30000		
搂		leu	lou3	赣			30000		
搅		jieu	jiao3	赣			7500		
搅		kau	jiao3	赣			30000		
搊		ceu	chou1	赣			30000		
搋		cai	chuai1	赣			3000		
搋		gai	chuai1	赣			12000		
搋		mai	chuai1	赣			2000		
搋		pai	chuai1	赣			2400		
搌		jien	zhan3	赣			2000		
搌		mien	zhan3	赣			3000		
搌		qien	zhan3	赣			12000		
搌		zan	zhan3	赣			2400		
搏		bo	bo2	赣			30000		
搒		bong	bang4	赣			2000		
搒		pang	bang4	赣			12000		
搒		peng	bang4	赣			2400		
搒		pong	bang4	赣			3000		
搓		co	cuo1	赣			30000		
搔		sau	sao1	赣			30000		
搜		seu	sou1	赣			30000		
搞		gau	gao3	赣			30000		
搦		be	nuo4	赣			3000		
搦		die	nuo4	赣			2000		
搦		pa	nuo4	赣			12000		
搦		zai	nuo4	赣			2400		
搨		ta	ta4	赣			30000		
搪		tong	tang2	赣			30000		
搬		ban	ban1	赣			30000		
搭		da	da1	赣			30000		
搴		jon	qian1	赣			12000		
携		xie	xie2	赣			30000		
摄		se	she4	赣			30000		
摅		jyu	shu1	赣			12000		
摅		qyu	shu1	赣			2000		
摅		xyu	shu1	赣			2400		
摅		yu	shu1	赣			3000		
摆		bai	bai3	赣			30000		
摇		yeu	yao2	赣			30000		
摈		bin	bin4	赣			30000		
摊		tan	tan1	赣			30000		
摒		bang	bing3	赣			30000		
摔		soi	shuai1	赣			30000		
摘		za	zhai1	赣			30000		
摞		bo	luo4	赣			2000		
摞		co	luo4	赣			12000		
摞		lo	luo4	赣			3000		
摞		mo	luo4	赣			2400		
摧		cei	cui1	赣			30000		
摩		mo	mo2	赣			30000		
摭		jia	zhi2	赣			30000		
摭		si	zhi2	赣			6000		
摭		to	zhi2	赣			7500		
摸		mo	mo1	赣			30000		
摹		mo	mo2	赣			30000		
摽		bieu	biao1	赣			7500		
摽		pieu	biao1	赣			30000		
撄		yin	ying1	赣			30000		
撅		gai	jue1	赣			2400		
撅		gon	jue1	赣			3000		
撅		jyue	jue1	赣			12000		
撇		pie	pie1	赣			60000		
撑		cang	cheng1	赣			30000		
撒		sa	sa1	赣			30000		
撕		se	si1	赣			30000		
撖		jien	han4	赣			2000		
撖		kon	han4	赣			12000		
撖		lan	han4	赣			2400		
撖		qien	han4	赣			3000		
撙		ben	zun3	赣			12000		
撙		den	zun3	赣			3000		
撙		fen	zun3	赣			2400		
撙		ti	zun3	赣			2000		
撚		len	nian3	赣			30000		
撞		cong	zhuang4	赣			30000		
撤		ce	che4	赣			30000		
撩		lieu	liao1	赣			30000		
撬		qieu	qiao4	赣			30000		
播		bo	bo1	赣			30000		
撮		co	cuo1	赣			30000		
撰		zon	zhuan4	赣			30000		
撵		nien	nian3	赣			30000		
撷		ho	xie2	赣			12000		
撷		ko	xie2	赣			2400		
撷		xyue	xie2	赣			2000		
撷		ye	xie2	赣			3000		
撼		hon	han4	赣			30000		
擂		lei	lei2	赣			30000		
擅		sen	shan4	赣			30000		
操		cau	cao1	赣			30000		
擎		qin	qing2	赣			30000		
擐		fon	huan4	赣			30000		
擐		guan	huan4	赣			30000		
擐		kuan	huan4	赣			7500		
擒		qin	qin2	赣			30000		
擘		ca	bai1	赣			2000		
擘		ho	bai1	赣			3000		
擘		za	bai1	赣			12000		
擘		zai	bai1	赣			2400		
擞		cau	sou3	赣			30000		
擢		zo	zhuo2	赣			30000		
擦		cai	ca1	赣			30000		
攀		pan	pan1	赣			7500		
攀		pon	pan1	赣			30000		
攉		fo	huo1	赣			30000		
攒		zan	zan3	赣			30000		
攘		long	rang3	赣			30000		
攥		co	zuan4	赣			30000		
攫		jio	jue2	赣			12000		
攫		ko	jue2	赣			3000		
支		zi	zhi1	赣			30000		
收		seu	shou1	赣			30000		
攸		yeu	you1	赣			7500		
攸		yiu	you1	赣			30000		
改		goi	gai3	赣			30000		
攻		gung	gong1	赣			30000		
放		fong	fang4	赣			30000		
政		zen	zheng4	赣			30000		
故		gu	gu4	赣			30000		
效		hau	xiao4	赣			30000		
敉		mi	mi3	赣			30000		
敌		di	di2	赣			30000		
敏		min	min3	赣			30000		
救		jiu	jiu4	赣			30000		
敕		ji	chi4	赣			7500		
敕		si	chi4	赣			30000		
敕		yi	chi4	赣			5000		
敕		zi	chi4	赣			6000		
敖		ngau	ao2	赣			30000		
教		gau	jiao4	赣			30000		
敛		lien	lian3	赣			30000		
敝		bi	bi4	赣			30000		
敞		qiong	chang3	赣			30000		
敢		gong	gan3	赣			30000		
散		san	san4	赣			30000		
敦		den	dun1	赣			30000		
敫		yeu	jiao3	赣			2400		
敫		yo	jiao3	赣			12000		
敫		yue	jiao3	赣			3000		
敬		jin	jing4	赣			30000		
数		su	shu4	赣			30000		
敲		kau	qiao1	赣			30000		
整		zen	zheng3	赣			30000		
敷		fu	fu1	赣			30000		
文		wen	wen2	赣			34860		
斋		zai	zhai1	赣			30000		
斌		bin	bin1	赣			30000		
斌		fen	bin1	赣			7500		
斐		fi	fei3	赣			30000		
斑		ban	ban1	赣			30000		
斓		han	lan2	赣			12000		
斓		jien	lan2	赣			2000		
斓		san	lan2	赣			3000		
斓		yin	lan2	赣			2400		
斗		deu	dou4	赣			60000		
料		lieu	liao4	赣			30000		
斛		gu	hu2	赣			2000		
斛		lu	hu2	赣			3000		
斛		pu	hu2	赣			12000		
斛		tu	hu2	赣			2400		
斜		qia	xie2	赣			7500		
斜		xia	xie2	赣			30000		
斝		ga	jia3	赣			3000		
斝		ka	jia3	赣			12000		
斟		zen	zhen1	赣			30000		
斡		co	wo4	赣			3000		
斡		me	wo4	赣			2400		
斡		pai	wo4	赣			12000		
斡		woi	wo4	赣			2000		
斢		tieu	tiao3	赣			30000		
斤		jin	jin1	赣			30000		
斥		ci	chi4	赣			120000		
斧		fu	fu3	赣			30000		
斩		zan	zhan3	赣			30000		
斫		jieu	zhuo2	赣			2400		
斫		jo	zhuo2	赣			2000		
斫		xio	zhuo2	赣			12000		
斫		zo	zhuo2	赣			3000		
断		toi	duan4	赣			30000		
断		ton	duan4	赣			30000		
斯		su	si1	赣			30000		
新		xin	xin1	赣			62626		
方		fong	fang1	赣			52641		
於		ngo	yu2	赣			6000		
於		wu	yu2	赣			7500		
於		yu	yu2	赣			30000		
施		si	shi1	赣			30000		
旁		pong	pang2	赣			30000		
旃		zan	zhan1	赣			30000		
旄		mau	mao2	赣			30000		
旅		lyu	lv3	赣			30000		
旆		goi	pei4	赣			2000		
旆		lai	pei4	赣			3000		
旆		pi	pei4	赣			2400		
旆		toi	pei4	赣			12000		
旋		xon	xuan2	赣			30000		
旌		jiang	jing1	赣			30000		
旌		jin	jing1	赣			7500		
旌		qin	jing1	赣			5000		
旌		si	jing1	赣			6000		
旎		ci	ni3	赣			7500		
旎		ji	ni3	赣			6000		
旎		mi	ni3	赣			5000		
旎		qi	ni3	赣			30000		
族		zu	zu2	赣			30000		
旒		liu	liu2	赣			30000		
旖		qi	yi3	赣			7500		
旖		yi	yi3	赣			30000		
旗		qi	qi2	赣			30000		
无		wu	wu2	赣			42181		
既		ji	ji4	赣			30000		
日		ni	ri4	赣			78695		
旦		tan	dan4	赣			30000		
旧		qiu	jiu4	赣			30000		
旨		zi	zhi3	赣			30000		
早		zau	zao3	赣			30000		
旬		xyun	xun2	赣			30000		
旭		xyu	xu4	赣			30000		
旰		gon	gan4	赣			3000		
旰		kon	gan4	赣			12000		
旱		hon	han4	赣			30000		
时		si	shi2	赣			103735		
旷		kuong	kuang4	赣			30000		
旸		xiung	yang2	赣			7500		
旸		yong	yang2	赣			30000		
旺		wong	wang4	赣			30000		
旻		min	min2	赣			30000		
昂		ngong	ang2	赣			30000		
昆		kun	kun1	赣			30000		
昉		fong	fang3	赣			30000		
昊		gau	hao4	赣			3000		
昊		hau	hao4	赣			12000		
昌		qiong	chang1	赣			30000		
明		miang	ming2	赣			30000		
明		min	ming2	赣			7500		
昏		fen	hun1	赣			30000		
易		ya	yi4	赣			30000		
易		yi	yi4	赣			7500		
昔		xi	xi1	赣			30000		
昕		xin	xin1	赣			30000		
昙		tan	tan2	赣			30000		
昝		cen	zan3	赣			2400		
昝		gong	zan3	赣			2000		
昝		hon	zan3	赣			12000		
昝		kan	zan3	赣			3000		
星		xin	xing1	赣			30000		
映		yang	ying4	赣			30000		
映		yin	ying4	赣			7500		
春		qyun	chun1	赣			30000		
昧		mi	mei4	赣			30000		
昨		con	zuo2	赣			60000		
昭		zeu	zhao1	赣			30000		
是		si	shi4	赣			796991		
昱		ju	yu4	赣			12000		
昱		yiu	yu4	赣			3000		
昴		cau	mao3	赣			12000		
昴		ngau	mao3	赣			2000		
昴		qieu	mao3	赣			3000		
昴		za	mao3	赣			2400		
昵		ni	ni4	赣			30000		
昶		jiung	chang3	赣			7500		
昶		qiong	chang3	赣			30000		
昶		yong	chang3	赣			5000		
昼		jiu	zhou4	赣			90000		
昼		zeu	zhou4	赣			60000		
昽		leng	long2	赣			30000		
显		xien	xian3	赣			30000		
晁		ceu	chao2	赣			3000		
晁		zeu	chao2	赣			12000		
晃		fong	huang3	赣			30000		
晋		jin	jin4	赣			30000		
晌		siong	shang3	赣			30000		
晏		ngan	yan4	赣			30000		
晒		sai	shai4	赣			30000		
晓		xieu	xiao3	赣			30000		
晔		ji	ye4	赣			30000		
晔		si	ye4	赣			7500		
晔		xi	ye4	赣			6000		
晔		zi	ye4	赣			5000		
晕		yun	yun1	赣			30000		
晖		fi	hui1	赣			30000		
晚		wan	wan3	赣			30000		
晞		xi	xi1	赣			30000		
晟		sen	cheng2	赣			30000		
晡		fu	bu1	赣			12000		
晡		lu	bu1	赣			2000		
晡		tu	bu1	赣			2400		
晡		wu	bu1	赣			3000		
晢		ze	zhe2	赣			7500		
晢		zi	zhe2	赣			30000		
晤		wu	wu4	赣			30000		
晦		fi	hui4	赣			30000		
晨		cen	chen2	赣			120000		
晨		sen	chen2	赣			60000		
普		pu	pu3	赣			30000		
景		jiang	jing3	赣			7500		
景		jin	jing3	赣			30000		
晰		xi	xi1	赣			30000		
晴		qiang	qing2	赣			60000		
晴		qin	qing2	赣			30000		
晶		jiang	jing1	赣			7500		
晶		jin	jing1	赣			30000		
晷		gui	gui3	赣			30000		
智		zi	zhi4	赣			30000		
晾		liong	liang4	赣			30000		
暂		can	zan4	赣			30000		
暄		xon	xuan1	赣			30000		
暅		den	geng4	赣			2400		
暅		fan	geng4	赣			3000		
暅		wan	geng4	赣			12000		
暅		zen	geng4	赣			2000		
暇		ha	xia2	赣			30000		
暇		xia	xia2	赣			7500		
暎		yang	ying4	赣			30000		
暑		xyu	shu3	赣			30000		
暖		lon	nuan3	赣			30000		
暗		ngong	an4	赣			30000		
暝		jin	ming2	赣			2400		
暝		min	ming2	赣			2000		
暝		ning	ming2	赣			3000		
暝		tiang	ming2	赣			12000		
暧		ngoi	ai4	赣			30000		
暨		goi	ji4	赣			3000		
暨		ji	ji4	赣			12000		
暨		jie	ji4	赣			2400		
暨		qia	ji4	赣			2000		
暮		mu	mu4	赣			30000		
暴		pau	bao4	赣			30000		
暹		qien	xian1	赣			30000		
暾		fen	tun1	赣			12000		
暾		len	tun1	赣			2000		
暾		pen	tun1	赣			3000		
暾		ten	tun1	赣			2400		
曈		teng	tong2	赣			30000		
曙		xyu	shu3	赣			30000		
曛		fen	xun1	赣			2400		
曛		xun	xun1	赣			12000		
曛		xyun	xun1	赣			3000		
曜		yeu	yao4	赣			30000		
曝		pau	pu4	赣			7500		
曝		pu	pu4	赣			30000		
曦		xi	xi1	赣			30000		
曩		dong	nang3	赣			12000		
曩		kang	nang3	赣			3000		
曩		long	nang3	赣			2400		
曰		yue	yue1	赣			30000		
曲		qyu	qu1	赣			30000		
曳		xie	ye4	赣			30000		
更		gien	geng4	赣			56478		
曷		ho	he2	赣			3000		
曷		xie	he2	赣			12000		
曹		cau	cao2	赣			30000		
曼		man	man4	赣			30000		
曾		zen	ceng2	赣			30000		
替		ti	ti4	赣			30000		
最		jyu	zui4	赣			60450		
最		zei	zui4	赣			15112		
月		nyue	yue4	赣			110207		
有		yiu	you3	赣			423765		
朋		peng	peng2	赣			30000		
服		fu	fu2	赣			30000		
朔		seu	shuo4	赣			12000		
朔		su	shuo4	赣			3000		
朕		lin	zhen4	赣			3000		
朕		pin	zhen4	赣			2400		
朕		qin	zhen4	赣			2000		
朕		sen	zhen4	赣			12000		
朗		long	lang3	赣			30000		
望		wong	wang4	赣			30000		
朝		zau	chao2	赣			7500		
朝		zeu	chao2	赣			30000		
期		qi	qi1	赣			30000		
朦		meng	meng2	赣			30000		
木		mu	mu4	赣			30000		
未		wei	wei4	赣			30000		
末		me	mo4	赣			30000		
本		ben	ben3	赣			42207		
札		zai	zha2	赣			30000		
术		xyu	shu4	赣			37664		
朱		jyu	zhu1	赣			30000		
朴		pu	pu3	赣			30000		
朵		deu	duo3	赣			30000		
朵		do	duo3	赣			7500		
机		ji	ji1	赣			60000		
朽		xiu	xiu3	赣			30000		
杀		sai	sha1	赣			30000		
杀		sak	sha1	赣			7500		
杂		ca	za2	赣			30000		
杂		za	za2	赣			7500		
权		qon	quan2	赣			30000		
杆		gon	gan1	赣			30000		
杈		ca	cha1	赣			30000		
杉		sa	shan1	赣			30000		
杉		sen	shan1	赣			120000		
杌		bo	wu4	赣			3000		
杌		tu	wu4	赣			12000		
杌		wai	wu4	赣			2000		
杌		zu	wu4	赣			2400		
李		li	li3	赣			30000		
杏		xin	xing4	赣			30000		
材		coi	cai2	赣			30000		
村		qyun	cun1	赣			30000		
杓		bieu	biao1	赣			2000		
杓		di	biao1	赣			2400		
杓		pieu	biao1	赣			12000		
杓		sau	biao1	赣			3000		
杖		jiong	zhang4	赣			30000		
杜		du	du4	赣			30000		
杞		qi	qi3	赣			30000		
束		xyu	shu4	赣			30000		
杠		gong	gang1	赣			30000		
条		tieu	tiao2	赣			30000		
来		loi	lai2	赣			161501		
杨		yong	yang2	赣			30000		
杪		cau	miao3	赣			7500		
杪		mieu	miao3	赣			30000		
杭		hong	hang2	赣			30000		
杯		bi	bei1	赣			30000		
杰		jie	jie2	赣			30000		
杲		bau	gao3	赣			3000		
杲		lau	gao3	赣			2400		
杲		tau	gao3	赣			2000		
杲		zau	gao3	赣			12000		
杳		die	yao3	赣			2400		
杳		lieu	yao3	赣			12000		
杳		tieu	yao3	赣			3000		
杳		xieu	yao3	赣			2000		
杵		qyu	chu3	赣			30000		
杷		ba	pa2	赣			12000		
杷		ga	pa2	赣			2400		
杷		ha	pa2	赣			3000		
杷		nga	pa2	赣			2000		
杻		ceu	chou3	赣			7500		
杻		niu	chou3	赣			30000		
杼		ning	zhu4	赣			12000		
杼		xyu	zhu4	赣			3000		
松		seng	song1	赣			30000		
板		ban	ban3	赣			30000		
极		ji	ji2	赣			30000		
构		gieu	gou4	赣			30000		
枇		bi	pi2	赣			30000		
枇		pi	pi2	赣			7500		
枉		wong	wang3	赣			30000		
枋		fong	fang1	赣			30000		
析		xi	xi1	赣			30000		
枕		zen	zhen3	赣			30000		
林		lin	lin2	赣			30000		
枘		la	rui4	赣			30000		
枚		mi	mei2	赣			30000		
果		guo	guo3	赣			38374		
枝		zi	zhi1	赣			30000		
枞		ceng	cong1	赣			3000		
枞		seng	cong1	赣			2400		
枞		zeng	cong1	赣			12000		
枢		xyu	shu1	赣			30000		
枣		zau	zao3	赣			30000		
枥		li	li4	赣			30000		
枥		lieu	li4	赣			7500		
枨		diang	cheng2	赣			3000		
枨		din	cheng2	赣			12000		
枪		qiong	qiang1	赣			30000		
枫		fen	feng1	赣			30000		
枭		jieu	xiao1	赣			12000		
枭		yeu	xiao1	赣			3000		
枯		ku	ku1	赣			30000		
枰		piang	ping2	赣			12000		
枰		pin	ping2	赣			3000		
枳		gui	zhi3	赣			5000		
枳		jia	zhi3	赣			30000		
枳		kui	zhi3	赣			6000		
枳		zi	zhi3	赣			7500		
枵		jieu	xiao1	赣			2400		
枵		qieu	xiao1	赣			3000		
枵		xieu	xiao1	赣			2000		
枵		yeu	xiao1	赣			12000		
架		ga	jia4	赣			30000		
枷		ga	jia1	赣			30000		
枸		gieu	gou3	赣			12000		
枸		jyu	gou3	赣			3000		
枸		kieu	gou3	赣			2400		
柁		die	duo4	赣			12000		
柁		do	duo4	赣			3000		
柃		lang	ling2	赣			6000		
柃		liang	ling2	赣			7500		
柃		lien	ling2	赣			5000		
柃		lin	ling2	赣			30000		
柄		bin	bing3	赣			30000		
柈		bon	ban4	赣			2400		
柈		fan	ban4	赣			3000		
柈		pon	ban4	赣			12000		
柏		bai	bai3	赣			7500		
柏		be	bai3	赣			30000		
某		meu	mou3	赣			30000		
柑		gon	gan1	赣			7500		
柑		gong	gan1	赣			30000		
柒		qi	qi1	赣			30000		
染		len	ran3	赣			30000		
柔		leu	rou2	赣			30000		
柘		za	zhe4	赣			30000		
柙		xia	xia2	赣			30000		
柚		ju	you4	赣			2000		
柚		jyu	you4	赣			3000		
柚		yiu	you4	赣			12000		
柚		zeu	you4	赣			2400		
柜		kui	gui4	赣			30000		
柞		tu	zha4	赣			30000		
柠		nin	ning2	赣			30000		
柢		di	di3	赣			30000		
柢		ti	di3	赣			7500		
查		ca	cha2	赣			30000		
柩		qiu	jiu4	赣			30000		
柬		kan	jian3	赣			30000		
柯		go	ke1	赣			3000		
柯		ko	ke1	赣			12000		
柰		lai	nai4	赣			30000		
柱		jyu	zhu4	赣			30000		
柳		liu	liu3	赣			30000		
柴		cai	chai2	赣			30000		
柽		zeng	cheng1	赣			30000		
柿		si	shi4	赣			30000		
栀		jia	zhi1	赣			7500		
栀		si	zhi1	赣			6000		
栀		zi	zhi1	赣			30000		
栅		za	zha4	赣			30000		
标		bieu	biao1	赣			30000		
栈		zan	zhan4	赣			30000		
栉		se	zhi4	赣			12000		
栉		soi	zhi4	赣			3000		
